source_name,leaf_node_id,leaf_label,current_sub_family_node_id,current_sub_family_label,current_family_node_id,current_family_label,current_parent_node_id,current_parent_label,review_action,override_sub_family_node_id,override_sub_family_label,override_family_node_id,override_family_label,review_note
esco_1_2_1,17640,mask maker,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,15716,media integration operator,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,17627,performance flying director,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,17197,performance lighting technician,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,17104,prompter,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,16802,prop maker,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,17602,prop master/prop mistress,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,17245,pyrotechnic designer,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,16401,pyrotechnician,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,16404,scenery technician,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",18148,theatre technician,,,,,,
esco_1_2_1,17180,script supervisor,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,16287,stage machinist,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",18148,theatre technician,,,,,,
esco_1_2_1,15613,stage manager,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,17395,stage technician,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",18148,theatre technician,,,,,,
esco_1_2_1,15631,stand-in,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,16935,stunt performer,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
esco_1_2_1,18148,theatre technician,14940,Other artistic and cultural associate professionals,14935,"Artistic, cultural and culinary associate professionals",14940,Other artistic and cultural associate professionals,,,,,,
