family_node_id	family_label	role_heads	authority_levels	venue	channel	product	population	task	industry	knowledge_domain	work_object	residual_policy
14771	Vocational Education Teachers	firefighter|instructor|officer|teacher|trainer	none	centre|laboratory|railway|school			student	administration|armed_force_task|automation_task|design|driving|education_task|hairdressing_task|service|training	agriculture|aquaculture|auxiliary_industry|aviation|beauty|educational|energy|forestry|hospitality|industrial|medical|occupational|physical|transport|vocational	arts|business|cabin_crew_knowledge_domain|electricity_knowledge_domain|electronics|food_knowledge_domain|maritime_knowledge_domain|marketing|midwifery_knowledge_domain|nursing|police_knowledge_domain|technology|tourism_knowledge_domain|travel		specific
14773	Secondary Education Teachers	teacher	none	school|secondary_school			adolescent|student	education_task	educational|physical	art|at_knowledge_domain|biology|business_studies|chemistry|classical|drama|economics|geography|history|ict_knowledge_domain|languages|literature_knowledge_domain|mathematics|modern_knowledge_domain|music|philosophy|physics|science		specific
14775	Primary School And Early Childhood Teachers	teacher	none	primary_school|school			child|early_years_population|pupil	care		freinet_knowledge_domain|montessori_knowledge_domain|steiner_knowledge_domain		specific
14778	Other Teaching Professionals	administrator|adviser|architect|assessor|coach|coordinator|counsellor|designer|developer|inspector|instructor|mentor|officer|researcher|teacher|technologist|trainer|tutor	none	centre|primary_school|prison|school|secondary_school|university	e_learning		adult|early_years_population|educational_population|special_educational_needs|student|students	admissions|education_task|learning|prior_task|speaking_task|support	academic|assistive_industry|digital|educational|instructional_industry|photography|public	arts|dance_knowledge_domain|drama|further_knowledge_domain|gifted_knowledge_domain|ict_knowledge_domain|itinerant_knowledge_domain|language|literacy|music|public_knowledge_domain|sign_language|talented_knowledge_domain|visual	curriculum_work_object	residual_when_no_specific_family
14787	Finance Professionals	accountant|adviser|analyst|assistant|auditor|banker|capitalist|controller|examiner|investor|manager|officer|planner|supervisor|trustee|valuer	none|manager	office				acquisition_task|control|funding_task|management|programme|rating_task|relationship|risk	banking|corporate|finance_industry|financial|fraud_industry|fund_industry|insurance|investment|personal_industry|public|trust_industry	accounting|budget_knowledge_domain|business|compliance|cost_knowledge_domain|dividend_knowledge_domain|merger_knowledge_domain|middle_knowledge_domain|relations_knowledge_domain|securities|tax	audit_work_object	specific
14791	Administration Professionals	administrator|adviser|analyst|assistant|coach|consultant|coordinator|estimator|inspector|manager|officer|professional|specialist|trainer	none	market|office			community_population	administrative|affairs|building|compensation_task|competition_task|development|education_task|employment_task|evaluation_task|housing_task|immigration_task|integration|labour_task|manufacturing|modelling_task|monitoring_task|planning|policy|process|procurement_task|programme|recreation_task|recruitment_task|service|services	agricultural|category_industry|civil|corporate|cultural|environmental|fiscal_industry|government|health|healthcare|international_industry|legal|logistics|occupational|parliamentary_industry|political|public|regional_industry|social|sports|vocational	business|foreign|human_resources|information|public_knowledge_domain|relations_knowledge_domain	career_guidance_work_object|humanitarian_work_object|lean_work_object	specific
14796	Sales Marketing And Public Relations Professionals	agent|analyst|assistant|buyer|canvasser|consultant|copywriter|developer|director|engineer|manager|marketer|officer|planner|professional|representative|specialist|spokesperson|technician	none	market|office	after_sales|online|presales_channel	equipment_product|hardware_product|industry_product|machinery_product|media_product|products_product|textile_product	community_population|customer|customers	account|advertising|affairs|branding_task|client_task|communication_task|development|election_task|employer_task|fundraising_task|heating_task|plumbing_task|pricing_task|promotion_task|research|sales|service|services|technical_task	agricultural|campaign_industry|chemical|construction|creative_industry|electronic|energy|hospitality|intercultural_industry|medical|mining|party_industry|political|public|renewable|revenue_industry|solar	business|communications|ict_knowledge_domain|marketing|media|public_knowledge_domain|public_relations|relations_knowledge_domain|telecommunications	activism_work_object|brand_work_object|ebusiness_work_object|experience_work_object	specific
14802	Software And Applications Developers And Analysts	analyst|architect|auditor|configurator|consultant|designer|developer|engineer|expert|manager|programmer|scientist|specialist|tester	none|manager	centre|office				accessibility|analysis|configuration|control|design|integration|optimisation_task|process|quality|quality_assurance|recovery|research|search_engine_task|test|usability|vision_task	artificial|digital|green|industrial|mobile|numerical_industry	business|data_knowledge_domain|disaster_knowledge_domain|ict_knowledge_domain|iot_knowledge_domain|it_knowledge_domain|programming|software_knowledge_domain|system_knowledge_domain|user_experience_knowledge_domain	application_work_object|blockchain_work_object|cloud_identity_work_object|cloud_work_object|computer_work_object|data_work_object|devices_work_object|embedded_work_object|enterprise_work_object|intelligence_work_object|software_work_object|system_work_object|systems_work_object|tool_work_object|user_interface_work_object|web_content_work_object|web_work_object	specific
14808	Database And Network Professionals	administrator|architect|chief|configurator|designer|developer|engineer|expert|hacker|integrator|manager|officer|planner|professional|responder|specialist	none|manager	centre|office|warehouse				cybersecurity_task|design|risk|security|support	digital|ethical|forensics_industry	ict_knowledge_domain	computer_work_object|database_work_object|embedded_work_object|knowledge_work_object|network_work_object|system_work_object|systems_work_object	specific
14814	Legal Professionals	consultant|coordinator|coroner|drafter|judge|lawyer|manager|mediator|notary|observer|officer|ombudsman|professional|prosecutor	none	court|office			human	affairs|election_task|protection|right_task	corporate|judicial|legal|legislative_industry|regulatory	compliance	jury_work_object|supreme_work_object	specific
14818	Librarians Archivists And Curators	archivist|conservator|curator|librarian|manager|registrar|scientist	none	zoo				collection_task|exhibition_task|services	archive_industry|cultural|visitor_industry	information		specific
14821	Social And Religious Professionals	adviser|analyst|anthropologist|archaeologist|chaplain|consultant|coordinator|counsellor|criminologist|economist|genealogist|geographer|historian|justice|minister|missionary|officer|pedagogue|philosopher|professional|researcher|scientist|sociologist|supervisor|worker	none	hospital			adult|child|community_population|youth	addiction_task|alcohol_task|bereavement_task|care|communication_task|development|drug_task|education_task|employment_task|offending_task|planning|policy|probation_task|rehabilitation_task|research|situation_task|support|victim_task|work	behavioural_industry|clinical|criminal_industry|crisis_industry|economic|family_industry|health|mental|migrant_industry|military|palliative_industry|political|scientific|sexual_industry|social|team_industry|violence_industry|welfare	business|communications|economics|gerontology_knowledge_domain|information|media|religion_knowledge_domain|science|tax|thanatology_knowledge_domain	benefit_advice_work_object|homelessness_work_object|marriage_work_object|substance_misuse_work_object	specific
14828	Authors Journalists And Linguists	blogger|checker|chief|columnist|communicator|correspondent|critic|dramaturge|editor|graphologist|interpreter|journalist|lawyer|lexicographer|linguist|localiser|lyricist|photojournalist|scholar|speechwriter|subtitler|translator|vlogger|writer	none|chief	office	broadcast			entertainment_task|technical_task	literary_industry|medical|political|sports	book_knowledge_domain|business|copy_knowledge_domain|crime_knowledge_domain|foreign|language|magazine_knowledge_domain|media|new_knowledge_domain|newspaper_knowledge_domain|picture_knowledge_domain|sign_language	script_work_object	specific
14832	Creative And Performing Artists	actor|actress|administrator|anchor|animator|arranger|artist|cartoonist|ceramicist|choirmaster|choreographer|choreologist|comedian|composer|conductor|dancer|describer|designer|director|editor|jockey|musician|painter|performer|presenter|printmaker|producer|puppeteer|repetiteur|restorer|sculptor|singer|stand-in|supervisor	none	stage|studio|theatre			tourist	animation_task|casting_task|drawing_task|lighting_task|performance|post_production_task|post_task|production|technical_task	artistic_industry|conceptual_industry|educational|photography	art|arts|community_knowledge_domain|glass_knowledge_domain|motion_knowledge_domain|music|musical|picture_knowledge_domain|podcast_knowledge_domain|radio_knowledge_domain|sound_knowledge_domain|storyboard_knowledge_domain|street_knowledge_domain|variety_knowledge_domain|video_knowledge_domain|voice_over_knowledge_domain	stand_work_object	specific
14842	Physical And Engineering Science Technicians	analyst|assessor|assistant|chromatographer|consultant|controller|coordinator|designer|developer|drafter|geotechnician|inspector|manager|officer|operator|supervisor|surveyor|technician|tester	none	airport|lab|laboratory|mine|plant|railway|site				automation_task|building|calibration_task|clothing_task|commissioning_task|condition_task|conditioning_task|conservation_task|corrosion_task|desalination_task|design|development|heating_task|instrumentation_task|maintenance|manufacturing|printing|process|production|protection|quality|quality_assurance|radiation_task|refrigeration_task|safety|sampling|sensing_task|surveying_task|tanning_task|test|testing|ventilation_task|welding	additive_industry|architectural|automotive|aviation|chemical|civil|construction|domestic_industry|electrical|electromechanical_industry|energy|hydrographic_industry|industrial|marine|material_industry|mechanical|mechatronics|medical|metal_industry|metallurgical_industry|nuclear|optoelectronic_industry|optomechanical_industry|physical|pneumatic_industry|renewable|road|transport	aerospace|cad|chemistry|compliance|electronics|engineering|food_knowledge_domain|geology|meteorology_knowledge_domain|metrology_knowledge_domain|microelectronics|physics|science|stress_knowledge_domain	3d_work_object|aided_work_object|air_work_object|aircraft_work_object|asphalt_work_object|avionics_work_object|battery_work_object|bridge_work_object|colour_work_object|computer_work_object|device_work_object|engine_work_object|fire_work_object|food_work_object|footwear_product_work_object|footwear_work_object|hardware_work_object|hazardou_waste_work_object|heat_work_object|hydropower_work_object|infrastructure_work_object|landfill_work_object|leather_good_work_object|leather_work_object|materials_work_object|microsystem_work_object|motor_vehicle_work_object|offshore_work_object|photonics_work_object|product_work_object|pump_work_object|rail_work_object|remote_work_object|robotics_work_object|sensor_work_object|sewerage_work_object|soil_work_object|systems_work_object|textile_work_object|utility_work_object|vessel_work_object|water_based_work_object	specific
14852	Mining Manufacturing And Construction Supervisors	carpenter|finisher|general|leader|manager|operator|paperhanger|planner|setter|sewer|supervisor|technician	supervisor|none	house|mill|mine|plant|railway|site|studio			animal	assembly|bricklaying_task|conservation_task|demolition_task|dismantling_task|dredging_task|equipment_task|installation|instrument_task|insulation_task|maintenance|management|manufacturing|mechanics_task|painting|plastering_task|plumbing_task|precision_task|processing|production|roofing_task|scaffolding_task|tiling_task	automotive|aviation|chemical|construction|dairy|electrical|industrial|ironwork_industry|metal_industry|mining|optical_industry|plastic_industry|road|structural_industry|underwater_industry	electronics	crane_crew_work_object|distillery_work_object|machine_work_object|malt_work_object|power_line_work_object|shift_work_object|water_based_work_object	specific
14856	Process Control Technicians	controller|distributor|manager|operator|supervisor|technician	none	farm|plant|room		power_product		assembly|clothing_task|control|process|processing|production|separation_task|station_task|transmission_task|treatment	chemical|electrical|energy|geothermal_industry|hydroelectric_industry|industrial|metal_industry|nuclear|renewable|robot_industry|solar		air_work_object|automated_work_object|bioga_work_object|fossil_fuel_power_work_object|furnace_work_object|gas_work_object|incinerator_work_object|line_work_object|liquid_waste_work_object|offshore_work_object|oil_refinery_work_object|onshore_wind_work_object|petroleum_work_object|power_work_object|pulp_work_object|pump_work_object|reactor_work_object|refinery_shift_work_object|solid_waste_work_object|steam_turbine_work_object|system_work_object|systems_work_object|wastewater_work_object|water_based_work_object	specific
14863	Life Science Technicians And Related Associate Professionals	adviser|supervisor|technician	none	farm|laboratory|site			animals	quality|test	agricultural|agriculture|aquaculture|biotechnical_industry|botanical_industry|forestry|scientific	bacteriology_knowledge_domain|biology|zoology_knowledge_domain	biochemistry_work_object|viticulture_work_object	specific
14867	Ship And Aircraft Controllers And Technicians	assistant|astronaut|captain|chief|controller|engineer|helmsman|inspector|instructor|officer|pilot|skipper|specialist|technician	none|chief	airport|port			passengers	control|maintenance|safety|service	aeronautical_industry|airline_industry|aviation|commercial|fisheries|marine|private|transport	engineering|flight_knowledge_domain|information	aircraft_work_object|airspace_work_object|co_work_object|deck_work_object|drone_work_object|duty_work_object|helicopter_work_object|second_work_object|ship_work_object	specific
14874	Medical And Pharmaceutical Technicians	assistant|orthotist|prosthetist|scientist|technician|therapist	none	clinic|hospital|laboratory			patient	perfusion_task|radiation_task|test	clinical|medical|pharmaceutical|trial_industry	audiology_knowledge_domain		specific
14879	Nursing And Midwifery Associate Professionals	worker	assistant|none	clinic|hospital			infant|patient	care|maternity_task|support	healthcare	nursing		specific
14882	Traditional And Complementary Medicine Associate Professionals	therapist	none	clinic			patient	support	herbal_industry	medicine		specific
14884	Veterinary Technicians And Assistants	assistant|nurse|technician|therapist	assistant|none	clinic|facility|farm			animal|equine	insemination_task|transfer	alternative_industry|artificial|dental_industry|health|veterinary		embryo_work_object	specific
14886	Other Health Associate Professionals	administrator|adviser|assistant|clerk|coder|coordinator|doctor|driver|inspector|instructor|manager|optician|paramedic|practitioner|psychologist|screener|sophrologist|technician|tester|therapist|worker	assistant|none	clinic|hospital|office			community_population|patient	archiving|care|communication_task|list_task|safety|support|test|waiting_task	anaesthetic|chairside_industry|chiropractic_industry|clinical|dental_industry|dietetic_industry|emergency_industry|environmental|health|healthcare|industrial|medical|occupational|optical_industry|regulatory|respiratory_industry|transport	communications|first_aid_knowledge_domain|psychology	covid_work_object|emergency_ambulance_work_object|food_work_object|hazardou_waste_work_object|massage_work_object|materials_work_object|physiotherapy_work_object|picture_work_object|shiatsu_work_object|systems_work_object|therapy_work_object|waste_work_object	residual_when_no_specific_family
14897	Financial And Mathematical Associate Professionals	adjuster|administrator|adviser|analyst|appraiser|assistant|bookkeeper|broker|coordinator|gemmologist|handler|investigator|manager|officer|specialist|surveyor|trader|underwriter	none	office		exchange_product|future_product|stock_product	student	account|risk|support	actuarial|bank|banking|claim_industry|energy|estate_industry|finance_industry|financial|fraud_industry|fund_industry|insurance|mutual_industry|personal_industry|real_industry|statistical_industry	accounting|credit_knowledge_domain|foreclosure_knowledge_domain|foreign|securities|statistics	asset_work_object|grant_work_object|loan_work_object|mortgage_loan_work_object|mortgage_work_object	specific
14903	Sales And Purchasing Agents And Brokers	agent|broker|buyer|carrier|consultant|merchandiser|merchant|planner|purchaser|representative|shipbroker|trader|underwriter	none	market|office|plant	wholesale	aircraft_product|beverages_product|china_product|clothing_product|coffee_product|coffee_tea_cocoa_product|commodity_product|computer_product|cosmetics_product|costume_product|edible_oil_product|electricity_product|equipment_product|fish_crustacean_product|flowers_product|food_product|footwear_product|fruit_product|furniture_carpet_product|furniture_product|glassware_product|goods_product|hardware_product|hide_skin_product|household_appliance_product|household_good_product|jewellery_product|leather_product_product|lighting_product|machine_tool_product|machinery_product|materials_product|meat_product|meat_product_product|other_glassware_product|part_product|perfume_product|pharmaceutical_product|products_product|raw_product|scrap_product|ships_product|software_product|standalone_product|sugar_chocolate_product|sugar_confectionery_product|supply_product|textile_industry_machinery_product|textile_semi_finished_product|textiles_product|timber_product|tobacco_product_product|vegetable_product|waste_product|wood_product	animal|animals|customers	heating_task|non_vessel_task|operating_task|plumbing_task|risk|sales|set|sourcing_task	agricultural|agriculture|chemical|civil|commercial|construction|dairy|electrical|electronic|energy|green|insurance|live_industry|metal_industry|mining|peripheral_industry|public|renewable	engineering|ict_knowledge_domain|public_knowledge_domain|telecommunications|textile_knowledge_domain	purchase_work_object	specific
14908	Business Services Agents	agent|assistant|auctioneer|closer|consultant|coordinator|director|investor|manager|negotiator|officer|planner|programmer|promoter|specialist	none	office|plant			animal|animals	acquisition_task|advertising|clothing_task|employment_task|equipment_task|export|forwarding_task|heating_task|housing_task|import|leasing_task|letting_task|lighting_task|operations|plumbing_task|publishing_task|relocation_task|right_task|sales|services|shipping_task|talent_task|wedding_task	agricultural|agriculture|chemical|civil|construction|dairy|electrical|electronic|estate_industry|event|industrial|intellectual_industry|international_industry|live_industry|logistics|metal_industry|mining|peripheral_industry|pharmaceutical|real_industry	aircraft_knowledge_domain|business|china_knowledge_domain|coffee_tea_cocoa_knowledge_domain|cosmetics_knowledge_domain|edible_oil_knowledge_domain|engineering|fish_crustacean_knowledge_domain|food_knowledge_domain|footwear_knowledge_domain|fruit_knowledge_domain|furniture_carpet_knowledge_domain|furniture_knowledge_domain|hardware_knowledge_domain|hide_skin_knowledge_domain|household_appliance_knowledge_domain|household_good_knowledge_domain|jewellery_knowledge_domain|leather_product_knowledge_domain|machine_tool_knowledge_domain|machinery_knowledge_domain|meat_knowledge_domain|meat_product_knowledge_domain|other_glassware_knowledge_domain|perfume_knowledge_domain|property_knowledge_domain|raw_knowledge_domain|scrap_knowledge_domain|software_knowledge_domain|sugar_chocolate_knowledge_domain|sugar_confectionery_knowledge_domain|telecommunications|textile_industry_machinery_knowledge_domain|textile_semi_finished_knowledge_domain|tobacco_product_knowledge_domain|tourism_knowledge_domain|vegetable_knowledge_domain|venue_knowledge_domain|waste_knowledge_domain|wood_knowledge_domain	custom_work_object|excise_work_object	specific
14919	Regulatory Government Associate Professionals	administrator|adviser|detective|hand|inspector|investigator|observer|officer	none	office|passport_venue|site				gaming_task|immigration_task|licensing_task|pension_task|security	agricultural|criminal_industry|fisheries|forestry|government|marine|social	compliance|tax	cargo_work_object|consumer_right_work_object|custom_work_object|freight_work_object|measure_work_object|police_work_object|weight_work_object	specific
14927	Legal Social And Religious Associate Professionals	administrator|assistant|bailiff|clerk|coach|detective|guardian|justice|mentor|monk|nun|officer|operator|worker	none	court|home			adult|child|community_population|people	administrative|care|childcare_task|disability_task|enforcement_task|foster_task|housing_task|support|work	educational|family_industry|health|legal|mental|older_industry|pastoral_industry|private|residential_industry|social|store_industry|welfare|young_industry	life_knowledge_domain	case_work_object|conveyance_work_object|crisis_helpline_work_object|peace_work_object|volunteer_work_object	specific
14931	Sports And Fitness Workers	animator|assistant|athlete|attendant|coach|coordinator|guide|instructor|leader|official|teacher|therapist|trainer|worker	none	facility			children	boxing_task|ice_skating_task|riding_task|swimming_task	artistic_industry|personal_industry|specialised|sports|survival_industry	fitness_knowledge_domain|football_knowledge_domain|golf_knowledge_domain|horse_knowledge_domain|ice_knowledge_domain|lifeguard_knowledge_domain|outdoor_activity_knowledge_domain|outdoor_knowledge_domain|pilate_knowledge_domain|ski_knowledge_domain|snowboard_knowledge_domain|tenni_knowledge_domain	activity_work_object|leisure_work_object|mountain_work_object	specific
14935	Artistic Cultural And Culinary Associate Professionals	artist|assistant|attendant|builder|designer|director|dresser|engineer|extra|handler|head|librarian|machinist|maker|manager|master|merchandiser|operator|painter|performer|photographer|planner|prompter|pyrotechnician|stand-in|supervisor|taxidermist|technician	none	bar|kitchen|stage|studio|theatre|workshop_venue				broadcasting_task|flying_task|integration|lighting_task|location_task|miniature_task|performance|production|programme|pyrotechnics_task|set|support	archive_industry|big_data_industry|interior|scenic_industry	art|arts|body_knowledge_domain|fight_knowledge_domain|media|motion_knowledge_domain|picture_knowledge_domain|video_knowledge_domain|visual	asset_work_object|audio_work_object|automated_fly_work_object|followspot_work_object|intelligent_work_object|light_board_work_object|mask_work_object|prop_mistress_work_object|prop_work_object|scenery_work_object|script_work_object|stand_work_object	specific
14942	Information And Communications Technology Operations And User Support Technicians	agent|manager|operator|technician|webmaster	none	centre|office	help_desk		customers	security|support	aviation|transport	communications|ict_knowledge_domain	data_work_object|network_work_object	specific
14947	Telecommunications And Broadcasting Technicians	designer|editor|engineer|operator|projectionist|technician	none	site|studio	broadcast			mastering_task|performance|recording_task|rental	audio_visual_industry	engineering|media|sound_knowledge_domain|telecommunications|visual	audio_work_object|boom_work_object|camera_work_object|sound_work_object|video_work_object	specific
14952	General Office Clerks	administrator|clerk	none	office			customers				membership_work_object	specific
14954	Secretaries General	secretary	none	office				support				specific
14956	Keyboard Operators	clerk|operator|typist	none	office				entry				specific
14960	Tellers Money Collectors And Related Clerks	bookmaker|boss|caller|cashier|clerk|collector|compiler|dealer|manager|operator|pawnbroker|teller	none|chief	office			customers	casino_task|gaming_task|post_task	bank|banking|insurance		counter_work_object|debt_work_object|lottery_work_object|race_track_work_object	specific
14965	Client Information Workers	agent|auditor|clerk|concierge|consultant|dispatcher|enumerator|host|hostess|interviewer|officer|operative|operator|organiser|receptionist|representative|steward|stewardess	none	centre|clinic|hotel|market|office|railway|reception	call_centre|telephone		customer|passenger|patient|tourist	camping_task|client_task|establishment_task|research|sales|service|support|ticket_task	emergency_industry|front_line_industry|hospitality|live_industry|medical|transport|veterinary	communications|information|travel	chat_work_object|night_work_object|switchboard_work_object|tour_work_object	specific
14975	Numerical Clerks	administrator|assistant|cashier|clerk|specialist	none	market|office			customers	account|auditing|billing_task|process|sales|support	financial|insurance|investment	accounting|back_knowledge_domain|foreign|tax	back_work_object|payroll_work_object	specific
14979	Material Recording And Transport Clerks	adviser|clerk|controller|coordinator|dispatcher|manager|operator|pilot|planner|representative|scheduler|specialist|supervisor	none	airport|factory|office|port|reception|warehouse		gas_product	passengers	aircraft_cargo_task|assembly|baggage_task|clothing_task|dangerou_good_task|flow|maintenance|operations|safety|scheduling_task|transmission_task	aviation|inventory_industry|logistics|material_industry|road|traffic_industry|transport	raw_knowledge_domain	bridge_work_object|bus_route_work_object|footwear_work_object|gas_work_object|leather_good_work_object|materials_work_object|move_work_object|pipeline_route_work_object|raw_work_object|system_work_object|taxi_work_object|tram_work_object	specific
14984	Other Clerical Support Workers	assistant|clerk|postman|proofreader|worker	assistant|none	office			customers	advertising|correspondence|support	library_industry	foreign_language|human_resources	file_work_object|mail_work_object	residual_when_no_specific_family
14914	Administrative And Specialised Secretaries	administrator|analyst|assistant|auditor|coordinator|executive|manager|officer|registrar|reporter|scopist|secretary|supervisor|transcriptionist	none|supervisor	centre|court|office	call_centre		customers|student	administrative|education_task|entry|fundraising_task|management|procurement_task|project|quality|support|work	civil|editorial_industry|international_industry|legal|medical|practice_industry|transport		field_survey_work_object|supply_chain_work_object	specific
14994	Travel Attendants Conductors And Guides	agent|attendant|chief|conductor|controller|educator|guide|manager|officer|steward|stewardess	none|supervisor	park|railway|zoo			passenger|tourist	education_task|service	aviation|environmental|transport	tourism_knowledge_domain|travel	fare_work_object|train_work_object	specific
14998	Cooks	chef|cook|head	none|supervisor	kitchen|restaurant			customers		industrial|private		diet_work_object|grill_work_object|pastry_work_object	specific
15000	Waiters And Bartenders	barista|bartender|head|host|hostess|sommelier|waiter|waitress	none|supervisor	bar|restaurant			customer|guest		hospitality		beer_work_object|wine_work_object	specific
15003	Hairdressers Beauticians And Related Workers	aesthetician|artist|assistant|attendant|barber|consultant|designer|hairdresser|manicurist|masseur|pedicurist|stylist|technician	assistant|none	salon|studio				performance|tanning_task	beauty|personal_industry|removal_industry	make_up_knowledge_domain|weight_loss_knowledge_domain	hair_work_object|spa_work_object	specific
15006	Building And Housekeeping Supervisors	butler|caretaker|housekeeper|operator|sitter|supervisor|verger	none|supervisor	hotel|house			guests	building|housekeeping_task	domestic_industry		bed_work_object|breakfast_work_object	specific
15010	Other Personal Services Workers	astrologer|attendant|breeder|companion|consultant|director|embalmer|escort|groomer|guide|handler|host|hostess|instructor|leader|medium|pedicure|psychic|sitter|supervisor|teller|trainer|worker|zookeeper	none	club|shelter|zoo			animal|pet	care|dating_task|driving|section_task|service|services|steering_task	funeral_industry|road|transport	bus_knowledge_domain|car_knowledge_domain|dog_knowledge_domain|horse_knowledge_domain|motorcycle_knowledge_domain|truck_knowledge_domain|vessel_knowledge_domain	cattle_work_object|cemetery_work_object|kennel_work_object|truck_work_object	residual_when_no_specific_family
15018	Street And Market Salespersons	vendor	none	market			customer				street_food_work_object	specific
15021	Shop Salespersons	adviser|agent|assistant|dealer|entrepreneur|hand|processor|seller|shopper|supervisor	none|supervisor	garden|shop	retail	ammunition_product|appliances_product|audio_product|bakery_product|beverages_product|bookshop_product|car_product|clothing_product|computer_product|confectionery_product|cosmetics_product|delicatessen_product|equipment_product|eyewear_product|fish_product|floor_product|flower_product|food_product|fruit_product|furniture_product|games_product|goods_product|hardware_product|jewellery_product|leather_product|materials_product|meat_product|meat_product_product|multimedia_product|paint_product|perfume_product|press_product|seafood_product|shoe_product|software_product|stationery_product|supply_product|textile_product|tobacco_product|toy_product|vegetable_product|video_product|wall_product	customer|pet	building|leasing_task|sales|sporting_task	automotive|domestic_industry|medical|optical_industry|orthopaedic_industry|personal_industry|press_industry|specialised	audiology_knowledge_domain|music|telecommunications	antique_work_object|checkout_work_object|motor_vehicle_part_work_object|second_work_object	specific
15025	Cashiers And Ticket Clerks	cashier|clerk	none	shop			customer|passenger	issuing_task|ticket_task	transport			specific
15027	Other Sales Workers	agent|demonstrator|leader|manager|model|representative|seller|worker	none|supervisor	office|restaurant	call_centre	car_product|disk_product|door_product|equipment_product|fuel_product|goods_product|household_good_product|light_motor_product|machinery_product|sports_product|tangible_product|tape_product|vehicle_product|vehicles_product|video_product|water_product	customer	promotion_task|quick_task|rental|sales|service|station_task	agricultural|aviation|civil|construction|fashion|personal_industry|recreational_industry|specialised|team_industry|transport	art|engineering	truck_work_object	residual_when_no_specific_family
15036	Child Care Workers And Teachers Aides	assistant|attendant|babysitter|nanny|pair|worker	assistant|none	home|primary_school|school|secondary_school			child|early_years_population|pupil|special_educational_needs	care|day_task|teaching	road|transport			specific
15039	Personal Care Workers In Health Services	aide|assistant|nurse|phlebotomist|porter|technician	assistant|none	home|hospital			patient	care|services|support|work	health|healthcare		sterile_work_object	specific
15044	Protective Services Workers	bodyguard|consultant|controller|firefighter|guard|inspector|investigator|keeper|marshaller|officer|operator|supervisor|warden|worker	none|supervisor	airport|facility|mine|prison			animal|animals|passengers	crossing_task|enforcement_task|establishment_task|rescue|response|safety|security	aviation|civil|correctional|emergency_industry|hospitality|industrial|juvenile_industry|marine|public|road|transport|welfare		armoured_car_work_object|coastguard_watch_work_object|crowd_work_object|gate_work_object|pump_work_object|security_alarm_work_object	specific
15052	Market Gardeners And Crop Growers	arboriculturist|farmer|groundsman|landscaper|leader|manager|master|operator|supervisor|surgeon|worker	none|supervisor	cellar|farm|garden|vineyard				horticulture_task|production	agriculture|agronomic_industry|crop_industry|interior|team_industry		machinery_work_object	specific
15057	Animal Producers	breeder|manager|producer|sexer|shepherd	none|supervisor	facility|farm|yard			animal|animals|equine				bee_work_object|cattle_work_object|fur_work_object|pig_work_object|poultry_work_object|sheep_work_object	specific
15062	Mixed Crop And Animal Producers	farmer|manager	manager|none	farm			animals		agriculture			specific
15065	Forestry And Related Workers	ranger|worker	none						forestry		forest_work_object	specific
15067	Fishery Workers Hunters And Trappers	boatman|boatmaster|hunter|manager|master|technician|worker	none|supervisor	hatchery|site			animals	harvesting_task|husbandry|mooring|rearing_task|recirculation_task	aquaculture|deep_sea_industry|fisheries|transport		cage_work_object|water_based_work_object	specific
15083	Building Frame And Related Trades Workers	assembler|bricklayer|builder|carpenter|engraver|finisher|installer|maker|scaffolder|setter|steeplejack|stonemason|worker	none	house|kitchen|site				building|demolition_task	construction		brick_work_object|door_work_object|fireplace_work_object|frame_work_object|manufactured_wooden_work_object|staircase_work_object|stone_work_object|tent_work_object|unit_work_object|window_work_object	specific
15090	Building Finishers And Related Trades Workers	finisher|fitter|glazier|installer|layer|operative|plasterer|plumber|roofer|servicer|sewer|technician|worker	none	site				ceiling_task|conservation_task|heating_task|insulation_task|irrigation_task|maintenance|repair|service|ventilation_task	construction|septic_industry		bathroom_work_object|drain_work_object|gas_work_object|plate_glass_work_object|sewerage_network_work_object|sprinkler_work_object|system_work_object|tile_work_object|water_based_work_object|water_network_work_object	specific
15098	Painters Building Structure Cleaners And Related Trades Workers	cleaner|operator|painter|paperhanger|supervisor|sweep|worker	none|supervisor	site				abatement_task|asbesto_task|building|decontamination_task|equipment_task|treatment	construction|marine|transport		lacquer_spray_gun_work_object|surface_work_object	specific
15103	Sheet And Structural Metal Workers Moulders And Welders And Related Workers	assembler|boilermaker|brazier|coordinator|coppersmith|ironworker|moulder|mouldmaker|operative|rigger|riveter|scaffolder|shipwright|solderer|stagehand|supervisor|welder|worker	none	plant|workshop_venue				casting_task|coquille_task|dismantling_task|mould_task|rigging_task|welding	event|metal_industry|sheet_industry|structural_industry|transport		boat_work_object|container_work_object|electron_beam_work_object|equipment_work_object|foundry_work_object|high_work_object|laser_beam_work_object|pipe_work_object|spot_work_object	specific
