concept_id,alias,priority
educational,religious,94
educational,studii,94
educational,szakkepzesi,94
educational,universitate,94
educational,vocationala,94
educational,vocational education,91
effect_knowledge_domain,effect,100
effect_knowledge_domain,efect,94
elderly,elderly,100
electrical,electrical,100
electrical,electrice,96
electrical,cables,94
electrical,cablu,94
electrical,cabluri,94
electrical,electrica,94
electrical,elektri,94
electrical,energie,94
electrical,tensiune,94
electrical,villamosipari,94
electrical,villamossag,94
electricity_knowledge_domain,electricity,80
electricity_product,electricity,100
electricity_work_object,electricity,90
electron_beam_work_object,electron beam,100
electronic,electronic,100
electronics,electronics,100
electronics,electrical electronic,96
electronics,electronic engineering,95
electronics,electromecanic,94
electronics,electromecanica,94
electronics,electromechanical,94
electronics,electronic equipment,94
electronics,elektronikai,94
electronics,elektroonika,94
electronics,electronic technology,90
electronics,microelectronics,90
electronics,power electronics,88
electronics,electronic system,85
electronics,aircraft electronics,80
electronics,auto electronics,80
electronics,consumer electronics,80
electronics,developmental electronics,80
electronics,electrical electronics,80
electronics,electronic device,80
electronics,electronics analysis,80
electronics,electronics assembly,80
electronics,electronics automation,80
electronics,electronics calibration,80
electronics,electronics computer,80
electronics,electronics design,80
electronics,electronics drafting,80
electronics,electronics engineering,80
electronics,electronics hardware,80
electronics,electronics installation,80
electronics,electronics manufacturing,80
electronics,electronics processing,80
electronics,electronics production,80
embassy_work_object,embassy,100
embedded_knowledge_domain,embedded,96
embedded_knowledge_domain,incorporat,94
embedded_system_designer_work_object,embedded system designer,100
embedded_system_designer_work_object,proiectant de sisteme încorporate,94
embedded_work_object,embedded,100
embroidery_work_object,embroidery,100
embryo_work_object,embryo,100
emergency_ambulance_work_object,emergency ambulance,100
emergency_industry,emergency,100
emergency_respons_industry,emergency respons,100
employee_task,employee,100
employer_task,employer,100
energy,energy,100
energy,power energy,95
energy,utility energy,90
energy,energy service,85
energy,renewable energy,80
engine_designer_work_object,engine designer,100
engine_product,engine,90
engine_work_object,engine,100
engineered_wood_board_work_object,engineered wood board,100
engineering,engineering,100
engineering,design engineering,96
engineering,applied engineering,95
engineering,engineering design,94
engineering,systems engineering,92
engineering,engineering field,90
engineering,engineering discipline,85
engineering,air conditioning engineering design,80
engineering,civil engineering design,80
engineering,clean water systems engineering,80
engineering,conditioning engineering design,80
engineering,drinking water systems engineering,80
engineering,energy systems engineering,80
engineering,photonic systems engineering,80
engineering,pipeline systems engineering,80
engineering,pumping systems engineering,80
engineering,supply systems engineering,80
engineering,technical engineering,80
engineering,treatment systems engineering,80
engineering,water pipeline systems engineering,80
engineering,water pumping systems engineering,80
engineering,water supply systems engineering,80
engineering,water systems engineering,80
engineering,water treatment systems engineering,80
engines_product,engines,90
engines_work_object,engines,100
enterprise_work_object,enterprise,100
entrepreneur_product,entrepreneur,100
entry,entry,100
envelope_work_object,envelope,100
environmental,environmental,100
environmental,conservare,94
environmental,conservation,94
environmental,ecologic,94
environmental,environment,94
environmental,keskkonna,94
environmental,kornyezeti,94
environmental,mediului,94
equality_task,equality,100
equine,equine,100
equipment_product,equipment,96
equipment_product,equipment product,95
equipment_product,berendezes,94
equipment_product,echipamente,94
equipment_product,gep,94
equipment_product,mixer,94
equipment_product,mixere,94
equipment_product,pneumatic,94
equipment_product,pneumatica,94
equipment_product,seadmed,94
equipment_product,utilaj,94
equipment_product,utilaje,94
equipment_product,equipment item,90
equipment_product,equipment supply,85
equipment_product,equipment unit,80
equipment_work_object,equipment,100
equipment_work_object,apparatus,95
equipment_work_object,berendezes,94
equipment_work_object,echipamente,94
equipment_work_object,gep,94
equipment_work_object,mixer,94
equipment_work_object,mixere,94
equipment_work_object,pneumatic,94
equipment_work_object,pneumatica,94
equipment_work_object,seadmed,94
equipment_work_object,utilaj,94
equipment_work_object,utilaje,94
equipment_work_object,device,90
equipment_work_object,instrument,85
equipment_work_object,gear,80
estate_industry,estate,100
estate_investor_industry,estate investor,100
estate_investor_industry,investitor imobiliar,94
ethical,ethical,100
eu,EU,100
event,event,100
excavator_work_object,excavator,100
exchange_knowledge_domain,exchange,90
exchange_product,exchange,100
excise_work_object,excise,100
excise_work_object,acciză,94
experience_work_object,experience,100
export,export,100
export,export trade,95
export,goods export,90
export,product export,85
export,export activity,80
exterior_cleaner_task,exterior cleaner,100
extra_work_object,extra,100
extract_work_object,extract,100
eyewear_product,eyewear,100
facility,facility,100
fact_checker_work_object,fact checker,100
factory,factory,100
factory,moara,94
factory,tehas,94
factory,uzem,94
factory,uzemi,94
factory,uzina,94
factory,uziny,94
faculty_work_object,faculty,100
family_industry,family,100
fare_work_object,fare,100
farm,farm,100
farm,fermier,94
farm,gazdasag,94
farm,gospodarie,94
farm,talu,94
fashion,fashion,100
fat_task,fat,100
fat_task,grăsime,94
feed_knowledge_domain,feed,80
feed_product,feed,100
feed_work_object,feed,90
fermenter_work_object,fermenter,100
fertiliser_work_object,fertiliser,100
fiberglass_laminator_work_object,fiberglass laminator,100
fiberglass_laminator_work_object,laminator de fibră de sticlă,94
fibre_machine_work_object,fibre machine,100
fibre_work_object,fibre,100
fibreglass_work_object,fibreglass,100
field_survey_work_object,field survey,100
fight_knowledge_domain,fight,100
file_work_object,file,100
filigree_work_object,filigree,100
finance_industry,finance,100
finance_industry,bursa,94
finance_industry,financial products,94
finance_industry,financiar,94
finance_industry,financiara,94
finance_industry,finants,94
finance_industry,loss,94
finance_industry,penzugyi,94
finance_industry,financial services,92
financial,financial,100
fine_knowledge_domain,fine,100
finished_leather_work_object,finished leather,100
finishing,finishing,100
fire_commissioner_work_object,fire commissioner,100
fire_work_object,fire,100
fireplace_work_object,fireplace,100
firework_work_object,firework,100
firework_work_object,artificiu,94
first_aid_knowledge_domain,first aid,100
fish_crustacean_knowledge_domain,fish crustacean,90
fish_crustacean_product,fish crustacean,100
fish_product,fish,100
fish_trimmer_work_object,fish trimmer,100
fish_work_object,fish,100
fisheries,fisheries,100
fitness_knowledge_domain,fitness,100
fleet_commander_work_object,fleet commander,100
flight_knowledge_domain,flight,90
flight_work_object,flight,100
floor_product,floor,100
flour_purifier_work_object,flour purifier,100
flow,flow,100
flower_knowledge_domain,flower,90
flower_product,flower,100
flowers_product,flowers,100
fluid_power_work_object,fluid power,100
foam_rubber_work_object,foam rubber,100
followspot_work_object,followspot,100
food_biotechnologist_work_object,food biotechnologist,100
food_knowledge_domain,food,96
food_knowledge_domain,alimentar,94
food_knowledge_domain,alimente,94
food_knowledge_domain,amidon,94
food_knowledge_domain,carne,94
food_knowledge_domain,cidru,94
food_knowledge_domain,condimente,94
food_knowledge_domain,conservare,94
food_knowledge_domain,crustacee,94
food_knowledge_domain,delicatese,94
food_knowledge_domain,dulciuri,94
food_knowledge_domain,edible,94
food_knowledge_domain,elelmiszeripari,94
food_knowledge_domain,foodstuff,94
food_knowledge_domain,fructe,94
food_knowledge_domain,halal,94
food_knowledge_domain,kosher,94
food_knowledge_domain,lactate,94
food_knowledge_domain,lapte,94
food_knowledge_domain,legume,94
food_knowledge_domain,molluscs,94
food_knowledge_domain,moluste,94
food_knowledge_domain,oils,94
food_knowledge_domain,pasari,94
food_knowledge_domain,spices,94
food_knowledge_domain,toit,94
food_knowledge_domain,ulei,94
food_knowledge_domain,uleiuri,94
food_knowledge_domain,zahar,94
food_knowledge_domain,fructe de mare,91
food_product,food,100
food_product,alimentar,94
food_product,alimente,94
food_product,amidon,94
food_product,carne,94
food_product,cidru,94
food_product,condimente,94
food_product,conservare,94
food_product,crustacee,94
food_product,delicatese,94
food_product,dulciuri,94
food_product,edible,94
food_product,elelmiszeripari,94
food_product,foodstuff,94
food_product,fructe,94
food_product,halal,94
food_product,kosher,94
food_product,lactate,94
food_product,lapte,94
food_product,legume,94
food_product,molluscs,94
food_product,moluste,94
food_product,oils,94
food_product,pasari,94
food_product,spices,94
food_product,toit,94
food_product,ulei,94
food_product,uleiuri,94
food_product,zahar,94
food_product,fructe de mare,91
food_work_object,food,100
food_work_object,alimentar,94
food_work_object,amidon,94
food_work_object,carne,94
food_work_object,cidru,94
food_work_object,condimente,94
food_work_object,conservare,94
food_work_object,crustacee,94
food_work_object,delicatese,94
food_work_object,dulciuri,94
food_work_object,edible,94
food_work_object,elelmiszeripari,94
food_work_object,foodstuff,94
food_work_object,fructe,94
food_work_object,halal,94
food_work_object,kosher,94
food_work_object,lactate,94
food_work_object,lapte,94
food_work_object,legume,94
food_work_object,molluscs,94
food_work_object,moluste,94
food_work_object,oils,94
food_work_object,pasari,94
food_work_object,spices,94
food_work_object,toit,94
food_work_object,ulei,94
food_work_object,uleiuri,94
food_work_object,zahar,94
food_work_object,fructe de mare,91
foot_industry,foot,100
foot_industry,picior,94
football_knowledge_domain,football,100
footwear_3d_work_object,footwear 3d,100
footwear_designer_work_object,footwear designer,100
footwear_hand_sewer_work_object,footwear hand sewer,100
footwear_knowledge_domain,footwear,96
footwear_knowledge_domain,borgyar,94
footwear_knowledge_domain,cipoi,94
footwear_knowledge_domain,cipos,94
footwear_knowledge_domain,cizmarie,94
footwear_knowledge_domain,incaltari,94
footwear_knowledge_domain,jalats,94
footwear_knowledge_domain,jalatsi,94
footwear_knowledge_domain,labor,94
footwear_knowledge_domain,nahk,94
footwear_knowledge_domain,pielarie,94
footwear_knowledge_domain,piele,94
footwear_knowledge_domain,shoemaking,94
footwear_knowledge_domain,shoes,94
footwear_knowledge_domain,leather footwear,91
footwear_product,footwear,100
footwear_product,shoe product,95
footwear_product,borgyar,94
footwear_product,cipoi,94
footwear_product,cipos,94
footwear_product,cizmarie,94
footwear_product,incaltari,94
footwear_product,jalats,94
footwear_product,jalatsi,94
footwear_product,labor,94
footwear_product,nahk,94
footwear_product,pielarie,94
footwear_product,piele,94
footwear_product,shoemaking,94
footwear_product,shoes,94
footwear_product,leather footwear,91
footwear_product,boot product,90
footwear_product,sandal product,85
footwear_product,footwear item,80
footwear_product_work_object,footwear product,100
footwear_work_object,footwear,96
footwear_work_object,shoe,95
footwear_work_object,borgyar,94
footwear_work_object,cipoi,94
footwear_work_object,cipos,94
footwear_work_object,cizmarie,94
footwear_work_object,incaltari,94
footwear_work_object,jalats,94
footwear_work_object,jalatsi,94
footwear_work_object,labor,94
footwear_work_object,nahk,94
footwear_work_object,pielarie,94
footwear_work_object,piele,94
footwear_work_object,shoemaking,94
footwear_work_object,shoes,94
footwear_work_object,leather footwear,91
footwear_work_object,boot,90
footwear_work_object,sandal,85
footwear_work_object,foot covering,80
force_industry,force,100
force_industry,forță,94
forecast_work_object,forecast,100
foreclosure_knowledge_domain,foreclosure,100
foreign,foreign,100
foreign_language,foreign language,100
forensics_industry,forensics,100
forest_ranger_work_object,forest ranger,100
forest_work_object,forest,100
forestry,forestry,100
forge_work_object,forge,100
forklift_work_object,forklift,100
fortune_teller_work_object,fortune teller,100
fossil_fuel_power_work_object,fossil fuel power,100
fossil_fuel_power_work_object,energie din combustibili fosili,94
foster_task,foster,100
foundry_work_object,foundry,100
fragrance_work_object,fragrance,100
frame_work_object,frame,100
fraud_examiner_industry,fraud examiner,100
fraud_examiner_industry,examinator de fraude,94
fraud_industry,fraud,100
fraud_industry,fraudă,94
freight_work_object,freight,100
freight_work_object,transport de marfă,94
freinet_knowledge_domain,freinet,100
frequency_knowledge_domain,frequency,100
front_line_industry,front line,100
front_line_industry,linie de front,94
front_work_object,front,100
front_work_object,față,94
froth_work_object,froth,100
fruit_knowledge_domain,fruit,80
fruit_product,fruit,100
fruit_work_object,afine,96
fruit_work_object,capsuni,96
fruit_work_object,pomi fructiferi,96
fruit_work_object,fruit,90
fuel_product,fuel,100
fuel_work_object,fuel,90
fund_industry,fund,100
fund_product,fund,100
funds_product,funds,100
fur_work_object,fur,100
furnace_product,furnace,90
furnace_work_object,furnace,100
furniture_carpet_knowledge_domain,furniture carpet,90
furniture_carpet_product,furniture carpet,100
furniture_cleaner_work_object,furniture cleaner,100
furniture_designer_work_object,furniture designer,100
furniture_knowledge_domain,furniture,96
furniture_knowledge_domain,butor,94
furniture_knowledge_domain,butoripari,94
furniture_knowledge_domain,carpentry,94
furniture_knowledge_domain,erdeszeti,94
furniture_knowledge_domain,faipari,94
furniture_knowledge_domain,forestier,94
furniture_knowledge_domain,lemn,94
furniture_knowledge_domain,lemnului,94
furniture_knowledge_domain,mattresses,94
furniture_knowledge_domain,metsandus,94
furniture_knowledge_domain,mobila,94
furniture_knowledge_domain,moobel,94
furniture_knowledge_domain,mooblitoostus,94
furniture_knowledge_domain,padure,94
furniture_knowledge_domain,paduri,94
furniture_knowledge_domain,puit,94
furniture_knowledge_domain,silvicultura,94
furniture_knowledge_domain,wood furniture,91
furniture_product,furniture,100
furniture_product,butoripari,94
furniture_product,carpentry,94
furniture_product,erdeszeti,94
furniture_product,faipari,94
furniture_product,forestier,94
furniture_product,lemn,94
furniture_product,lemnului,94
furniture_product,mattresses,94
furniture_product,metsandus,94
furniture_product,mobilier,94
furniture_product,moobel,94
furniture_product,mooblitoostus,94
furniture_product,padure,94
furniture_product,paduri,94
furniture_product,puit,94
furniture_product,silvicultura,94
furniture_product,wood furniture,91
furniture_work_object,furniture,96
furniture_work_object,butoripari,94
furniture_work_object,carpentry,94
furniture_work_object,erdeszeti,94
furniture_work_object,faipari,94
furniture_work_object,forestier,94
furniture_work_object,lemn,94
furniture_work_object,lemnului,94
furniture_work_object,mattresses,94
furniture_work_object,metsandus,94
furniture_work_object,mobila,94
furniture_work_object,moobel,94
furniture_work_object,mooblitoostus,94
furniture_work_object,padure,94
furniture_work_object,paduri,94
furniture_work_object,puit,94
furniture_work_object,silvicultura,94
furniture_work_object,wood furniture,91
further_knowledge_domain,further,100
future_product,future,100
future_product,viitor,94
gallery_knowledge_domain,gallery,100
gallery_knowledge_domain,galerie,94
game_designer_industry,game designer,100
game_designer_industry,designer de jocuri,94
game_keeper_work_object,game keeper,100
game_work_object,game,100
games_product,games,100
garage_work_object,garage,100
garden,garden,100
gas_product,gas,100
gas_product,gas equipment,95
gas_product,gas supply item,90
gas_product,fuel gas,85
gas_product,gas product,80
gas_turbine_work_object,gas turbine,100
gas_work_object,gas system,95
gas_work_object,gas,90
gas_work_object,gas line,90
gas_work_object,gas supply,85
gas_work_object,gas network,80
gate_work_object,gate,100
gear_work_object,gear,100
geography,geography,100
geology,geology,100
gifted_knowledge_domain,gifted,100
gifted_knowledge_domain,supradotat,94
glass_annealer_work_object,glass annealer,100
glass_beveller_work_object,glass beveller,100
glass_blower_work_object,glass blower,100
glass_knowledge_domain,glass,90
glass_work_object,glass,100
glassware_product,glassware,100
glassware_product,sticlărie,94
glove_work_object,glove,100
goldsmith_work_object,goldsmith,100
golf_knowledge_domain,golf,100
good_knowledge_domain,good,90
good_product,good,100
goods_product,goods,100
government,government,100
government,guvern,94
grading,grading,100
grant_work_object,grant,100
granulator_work_object,granulator,100
gravure_work_object,gravure,100
green,green,100
green,verde,94
grill_work_object,grill,100
grinder_work_object,grinder,100
groom_work_object,groom,100
ground_work_object,ground,100
groundsman_groundswoman_work_object,groundsman groundswoman,100
groundwater_work_object,groundwater,100
guest,guest,100
guests,guests,100
guitar_work_object,guitar,100
gunsmith_work_object,gunsmith,100
hair_designer_work_object,hair designer,100
hair_stylist_work_object,hair stylist,100
hair_work_object,hair,100
hairpiece_work_object,hairpiece,100
hall,hall,100
hammer_work_object,hammer,100
hand_brick_work_object,hand brick,100
hand_luggage_work_object,hand luggage,100
hand_packer_work_object,hand packer,100
hand_work_object,hand,100
handling,handling,100
handyperson_work_object,handyperson,100
harbor,harbor,100
harbour,harbour,100
hardware_knowledge_domain,hardware,96
hardware_knowledge_domain,hardware engineering,95
hardware_knowledge_domain,arvutiriistvara,94
hardware_knowledge_domain,szamitastechnikai,94
hardware_knowledge_domain,szamitogep,94
hardware_knowledge_domain,computer hardware,91
hardware_knowledge_domain,hardware design,90
hardware_knowledge_domain,hardware architecture,85
hardware_knowledge_domain,embedded hardware,80
hardware_product,hardware,100
hardware_product,hardware equipment,95
hardware_product,arvutiriistvara,94
hardware_product,szamitastechnikai,94
hardware_product,szamitogep,94
hardware_product,computer hardware,91
hardware_product,hardware device,90
hardware_product,hardware product,85
hardware_product,hardware solution,80
hardware_work_object,hardware,96
hardware_work_object,computing hardware,95
hardware_work_object,arvutiriistvara,94
hardware_work_object,szamitastechnikai,94
hardware_work_object,szamitogep,94
hardware_work_object,computer hardware,91
hardware_work_object,physical hardware,90
hardware_work_object,hardware system,85
hardware_work_object,device hardware,80
hardwood_floor_layer_work_object,hardwood floor layer,100
hardwood_floor_layer_work_object,montator de pardoseli din lemn masiv,94
harp_work_object,harp,100
harpsichord_work_object,harpsichord,100
harvest_work_object,harvest,100
hatchery,hatchery,100
hazardou_waste_work_object,hazardou waste,100
hazardou_work_object,hazardou,100
health,health,100
healthcare,healthcare,100
hearse_work_object,hearse,100
heat_work_object,heat,100
heel_work_object,heel,100
helicopter_work_object,helicopter,100
help,help,100
help_desk,help desk,100
help_desk,birou de asistență,94
hide_skin_knowledge_domain,hide skin,90
hide_skin_product,hide skin,100
hide_work_object,hide,100
high_work_object,high,100
higher_knowledge_domain,higher,100
history,history,100
home,home,100
homelessness_work_object,homelessness,100
homeopath_work_object,homeopath,100
honey_extractor_work_object,honey extractor,100
hop_farmer_work_object,hop farmer,100
horse_knowledge_domain,horse,100
horticulture_task,horticulture,100
horticulture_task,horticol,96
hospital,hospital,100
hospital,haigla,94
hospital,korhazi,94
hospital,spitalul,94
hospital,spitalului,94
hospitality,hospitality,100
hospitality,calatorie,94
hospitality,camping,94
hospitality,eveniment,94
hospitality,evenimente,94
hospitality,hotels,94
hospitality,loterie,94
hospitality,recreation,94
hospitality,recreational,94
hospitality,recreativ,94
hospitality,recreere,94
hospitality,spalatorie,94
hospitality,szalloda,94
hospitality,szallodai,94
hospitality,turism,94
hostel,hostel,100
hot_foil_work_object,hot foil,100
hotel,hotel,100
hotel,hotell,94
hotel,pensiune,94
hotel,pensiunea,94
hotel,szallodai,94
house,house,100
household_appliance_knowledge_domain,household appliance,90
household_appliance_product,household appliance,100
household_good_knowledge_domain,household good,90
household_good_product,household good,100
household_product,household,100
household_work_object,household,100
human,human,100
human_resources,human resources,100
human_resources,hr,96
human_resources,hr business,94
human_resources,hr business partner,92
human_resources,hr compensation,90
human_resources,hr rep,88
human_resources,hris,86
human_resources,human resources business,82
human_resources,human resources business partner,82
human_resources,human resources information,82
human_resources,human resources information system,82
human_resources,human resources rep,82
human_resources,human resources administrative,80
human_resources,tech human resources,80
humanitarian_work_object,humanitarian,100
humans,humans,100
husbandry,husbandry,100
hydropower_work_object,hydropower,100
ice_knowledge_domain,ice,100
ict_knowledge_domain,ICT,100
idiophone_knowledge_domain,idiophone,100
import,import,100
import,import trade,95
import,goods import,90
import,product import,85
import,import activity,80
incinerator_work_object,incinerator,100
industrial,industrial,100
industry_product,industry,100
industry_product,industrie,94
infant,infant,100
infantry_soldier_work_object,infantry soldier,100
infants,infants,100
informatics_industry,informatics,100
information,information,100
information,info,95
information,information system,90
information,information service,85
information,information management,80
infrastructure_maintainer_knowledge_domain,infrastructure maintainer,100
infrastructure_work_object,infrastructure,100
inland_water_industry,inland water,100
inspection,inspection,100
installation,installation,100
installation,instalator,94
installation,installer,94
installation,montaj,94
installation,paigaldus,94
installation,plumber,94
installation,plumbing,94
installation,telepitesi,94
installation,telepito,94
installation,vizvezetek,94
installation,instalatii sanitare,91
instrument_product,instrument,90
instrument_work_object,instrument,100
instruments_product,instruments,90
instruments_work_object,instruments,100
insurance,insurance,100
insurance,assurance,95
insurance,insurance product,94
insurance,kindlustus,94
insurance,insurance products,92
insurance,coverage,90
insurance,insurance services,90
insurance,life insurance,88
insurance,policy service,85
insurance,insurance product development,80
insurance,insurance service,80
insurance,licensed life insurance,80
insurance,life insurance agency,80
insurance,life insurance sales,80
insurance,life insurance sales rep,80
integrated_work_object,integrated,100
integrated_work_object,integrat,94
integration,integration,100
intelligence_knowledge_domain,ai,96
intelligence_knowledge_domain,artificial intelligence,94
intelligence_knowledge_domain,computer vision,92
intelligence_knowledge_domain,intelligence,90
intelligence_knowledge_domain,machine learning,90
intelligence_knowledge_domain,ml,88
intelligence_knowledge_domain,natural language processing,86
intelligence_knowledge_domain,nlp,84
intelligence_knowledge_domain,artificial intelligence security,80
intelligence_knowledge_domain,computer vision applied,80
intelligence_knowledge_domain,computer vision project,80
intelligence_knowledge_domain,smart technics computer vision,80
intelligence_knowledge_domain,technics computer vision,80
intelligence_work_object,intelligence,100
intelligence_work_object,ai,96
intelligence_work_object,ai system,94
intelligence_work_object,intelligent system,92
intelligence_work_object,artificial intelligence,91
intelligence_work_object,inteligenta artificiala,91
intelligence_work_object,machine learning,90
intelligence_work_object,ml,88
intelligence_work_object,nlp,86
intelligent_work_object,intelligent,100
interest_group_industry,interest group,100
interior,interior,100
investment,investment,100
investor_task,investor,100
investor_task,investitor,94
iot_knowledge_domain,IoT,100
ironwork_industry,ironwork,100
ironwork_industry,fierărie,94
it_knowledge_domain,IT,100
itinerant_knowledge_domain,itinerant,100
jewellery_designer_work_object,jewellery designer,100
jewellery_knowledge_domain,jewellery,96
jewellery_knowledge_domain,bijuterie,94
jewellery_knowledge_domain,bijutier,94
jewellery_knowledge_domain,ceas,94
jewellery_knowledge_domain,ceasuri,94
jewellery_knowledge_domain,clocks,94
jewellery_knowledge_domain,ehete,94
jewellery_knowledge_domain,ehted,94
jewellery_knowledge_domain,ekszer,94
jewellery_knowledge_domain,ochelari,94
jewellery_knowledge_domain,ora,94
jewellery_knowledge_domain,orak,94
jewellery_knowledge_domain,precious,94
jewellery_knowledge_domain,pretios,94
jewellery_knowledge_domain,watches,94
jewellery_mounter_work_object,jewellery mounter,100
jewellery_product,jewellery,100
jewellery_product,bijuterii,94
jewellery_product,bijutier,94
jewellery_product,ceas,94
jewellery_product,ceasuri,94
jewellery_product,clocks,94
jewellery_product,ehete,94
jewellery_product,ehted,94
jewellery_product,ochelari,94
jewellery_product,ora,94
jewellery_product,orak,94
jewellery_product,precious,94
jewellery_product,pretios,94
jewellery_product,watches,94
jewellery_work_object,jewellery,96
jewellery_work_object,bijuterie,94
jewellery_work_object,bijutier,94
jewellery_work_object,ceas,94
jewellery_work_object,ceasuri,94
jewellery_work_object,clocks,94
jewellery_work_object,ehete,94
jewellery_work_object,ehted,94
jewellery_work_object,ekszer,94
jewellery_work_object,ochelari,94
jewellery_work_object,ora,94
jewellery_work_object,orak,94
jewellery_work_object,precious,94
jewellery_work_object,pretios,94
jewellery_work_object,watches,94
jewelry_product,jewelry,100
journalism,journalism,100
judge_work_object,judge,100
judicial,judicial,100
jury_work_object,jury,100
justice_industry,justice,100
juvenile_industry,juvenile,100
kennel_work_object,kennel,100
kettle_work_object,kettle,100
keyboard_knowledge_domain,keyboard,100
kiln_firer_work_object,kiln firer,100
kiln_firer_work_object,operator de cuptor,94
kiln_work_object,kiln,100
kitchen,kitchen,100
knowledge_knowledge_domain,knowledge,90
knowledge_work_object,knowledge,100
kosher_butcher_work_object,kosher butcher,100
kosher_slaughterer_work_object,kosher slaughterer,100
lab,lab,100
laboratory,laboratory,100
laboratory,labor,94
laboratory,laboratoorium,94
laboratory,laboratoriu,94
labour_task,labour,100
lacquer_spray_gun_work_object,lacquer spray gun,100
lacquer_spray_gun_work_object,pistol de pulverizare a lacului,94
lacquer_work_object,lacquer,100
land_based_machinery_work_object,land based machinery,100
land_based_work_object,land based,100
land_work_object,land,100
landfill_work_object,landfill,100
landscape_designer_work_object,landscape designer,100
landscape_gardener_work_object,landscape gardener,100
landscape_work_object,landscape,100
language,language,100
languages,languages,100
laser_beam_work_object,laser beam,100
laser_work_object,laser,100
lathe_work_object,lathe,100
laundromat_work_object,laundromat,100
laundry,laundry,100
law,law,100
lawyer_linguist_work_object,lawyer linguist,100
layout,layout,100
leaf_sorter_work_object,leaf sorter,100
leaf_tier_work_object,leaf tier,100
leaflet_product,leaflet,100
lean_work_object,lean,100
lean_work_object,slab,94
learning,learning,100
leather_good_designer_work_object,leather good designer,100
leather_good_designer_work_object,designer de articole din piele,94
leather_good_hand_stitcher_work_object,leather good hand stitcher,100
leather_good_hand_stitcher_work_object,cusător manual de articole din piele,94
leather_good_hand_work_object,leather good hand,100
leather_good_hand_work_object,muncitor manual în articole din piele,94
leather_good_knowledge_domain,articole din piele,94
leather_good_knowledge_domain,leather good,90
leather_good_product_work_object,leather good product,100
leather_good_work_object,leather good,100
leather_good_work_object,articol din piele,94
leather_product,leather,100
leather_product,leather good,95
leather_product,blana,94
leather_product,bor,94
leather_product,borgyar,94
leather_product,boripari,94
leather_product,cizmarie,94
leather_product,hides,94
leather_product,incaltaminte,94
leather_product,jalatsi,94
leather_product,labor,94
leather_product,nahk,94
leather_product,piei,94
leather_product,pielarie,94
leather_product,piele,94
leather_product,pielii,94
leather_product,shoemaking,94
leather_product,skins,94
leather_product,tabacire,94
leather_product,tanning,94
leather_product,leather footwear,91
leather_product,hide product,90
leather_product,tanned good,85
leather_product,leather item,80
leather_product_knowledge_domain,leather product,90
leather_product_product,leather product,100
leather_raw_industry,leather raw,100
leather_sorter_work_object,leather sorter,100
leather_sorter_work_object,sortator de piele,94
leather_wet_task,leather wet,100
leather_wet_task,prelucrare umedă a pielii,94
leather_work_object,leather,100
leather_work_object,hide,95
leather_work_object,blana,94
leather_work_object,bor,94
leather_work_object,borgyar,94
leather_work_object,boripari,94
leather_work_object,cizmarie,94
leather_work_object,hides,94
leather_work_object,incaltaminte,94
leather_work_object,jalatsi,94
leather_work_object,labor,94
leather_work_object,nahk,94
leather_work_object,piei,94
leather_work_object,pielarie,94
leather_work_object,piele,94
leather_work_object,pielii,94
leather_work_object,shoemaking,94
leather_work_object,skins,94
leather_work_object,tabacire,94
leather_work_object,tanning,94
leather_work_object,leather footwear,91
leather_work_object,tanned leather,90
leather_work_object,skin leather,85
leather_work_object,leather material,80
legal,legal,100
legal,jogi,94
legal,juridic,94
legal,juridica,94
legal,oiguslik,94
leisure_work_object,leisure,100
leisure_work_object,timp liber,94
level_task,level,100
level_task,nivel,94
lieutenant_work_object,lieutenant,100
life_knowledge_domain,life,100
life_knowledge_domain,viață,94
lifeguard_knowledge_domain,lifeguard,100
lift_work_object,lift,100
light_board_work_object,light board,100
light_motor_product,light motor,100
lighting_product,lighting,100
lighting_product,valgustus,94
lime_kiln_work_object,lime kiln,100
line_work_object,line,100
linen_work_object,linen,100
linguistics_knowledge_domain,linguistics,100
liquid_fuel_work_object,liquid fuel,100
liquid_waste_work_object,liquid waste,100
liquor_blender_work_object,liquor blender,100
liquor_work_object,liquor,100
list_task,list,100
list_task,listă,94
literacy,literacy,100
literature_knowledge_domain,literature,100
livestock,livestock,100
loan_work_object,loan,100
locker_work_object,locker,100
locksmith_work_object,locksmith,100
logistics,logistics,100
logistics,distribution logistics,96
logistics,supply chain,95
logistics,freight logistics,94
logistics,transport logistics,90
logistics,warehouse logistics,85
logistics,aircraft supply chain,80
logistics,animals supply chain,80
logistics,appliances supply chain,80
logistics,beverages supply chain,80
logistics,confectionery supply chain,80
logistics,cosmetics supply chain,80
logistics,equipment supply chain,80
logistics,feeds supply chain,80
logistics,footwear supply chain,80
logistics,glassware supply chain,80
logistics,global supply chain,80
logistics,goods supply chain,80
logistics,graduate supply chain,80
logistics,intermodal transport logistics,80
logistics,jewellery supply chain,80
logistics,logistics supply chain,80
logistics,machinery supply chain,80
logistics,materials supply chain,80
loss_adjuster_work_object,loss adjuster,100
lottery_work_object,lottery,100
lumber_work_object,lumber,100
machine_product,machine,90
machine_task,machine,100
machine_tool_knowledge_domain,mașină-uneltă,94
machine_tool_knowledge_domain,machine tool,90
machine_tool_product,machine tool,100
machine_tool_product,mașină-unealtă,94
machine_work_object,machine,100
machinery_knowledge_domain,machinery,80
