concept_id,alias,priority
machinery_product,machinery,100
machinery_product,machine equipment,95
machinery_product,production machinery,90
machinery_product,industrial equipment,85
machinery_product,machinery product,80
machinery_work_object,machinery,100
machinery_work_object,industrial machinery,95
machinery_work_object,plant machinery,90
machinery_work_object,process machinery,85
machinery_work_object,machine system,80
made_up_product,made up,100
made_up_textile_article_manufacturer_work_object,made up textile article manufacturer,100
magazine_knowledge_domain,magazine,100
magazine_knowledge_domain,revistă,94
mail_work_object,mail,100
maintenance,maintenance,100
maintenance,system maintenance,95
maintenance,hooldus,94
maintenance,javitas,94
maintenance,karbantartasi,94
maintenance,mentenanta,94
maintenance,remont,94
maintenance,repairer,94
maintenance,reparatii,94
maintenance,reparator,94
maintenance,maintenance and repair,91
maintenance,equipment maintenance,90
maintenance,preventive maintenance,85
maintenance,technical maintenance,80
make_up_knowledge_domain,make up,100
malt_kiln_work_object,malt kiln,100
malt_work_object,malt,100
man_made_fiber_spinner_work_object,man made fiber spinner,100
management,management,100
manufactured_wooden_work_object,manufactured wooden,100
manufacturing,manufacturing,100
manufacturing,fabricatie,94
manufacturing,gyartasi,94
manufacturing,productie,94
manufacturing,termelesi,94
manufacturing,tootmine,94
manufacturing,tootmise,94
marine,marine,100
marine,acvacultura,94
marine,acvatic,94
marine,aquatic,94
marine,fishery,94
marine,halaszat,94
marine,hidrografic,94
marine,hydrographic,94
marine,kalandus,94
marine,pescuit,94
marine,peste,94
marine,marine aquaculture,91
maritime_knowledge_domain,maritime,100
maritime_water_industry,maritime water,100
market,market,100
market,comercial,94
market,turg,94
marketing,marketing,100
marketing,brand marketing,96
marketing,digital marketing,95
marketing,content marketing,94
marketing,email marketing,90
marketing,ppc,88
marketing,product marketing,86
marketing,search engine marketing,84
marketing,search engine optimization,82
marketing,sem,82
marketing,seo,82
marketing,social media,82
marketing,social media marketing,82
marketing,growth marketing,80
marketing,search engine optimization content,80
marketing,social media reachout,80
marketing,social media sales,80
marriage_work_object,marriage,100
mask_work_object,mask,100
massage_work_object,massage,100
masseur_masseuse_work_object,masseur masseuse,100
masseur_masseuse_work_object,masseur,94
materials_product,materials,90
materials_work_object,materials,100
maternity_task,maternity,100
mathematics,mathematics,100
matrose_work_object,matrose,100
mattress_work_object,mattress,100
measure_work_object,measure,100
measure_work_object,măsură,94
meat_cutter_work_object,meat cutter,100
meat_knowledge_domain,meat,80
meat_product,meat,100
meat_product_knowledge_domain,meat product,90
meat_product_product,meat product,100
meat_work_object,meat,90
mechanical,mechanical,100
mechanics_task,mechanics,100
mechatronics,mechatronics,100
media,media,100
media_knowledge_domain,media,100
media_product,media,90
medical,medical,100
medical,health service,96
medical,healthcare,95
medical,allatorvosi,94
medical,chemist,94
medical,chimist,94
medical,clinica,94
medical,dental,94
medical,dentar,94
medical,dentara,94
medical,egeszsegugy,94
medical,egeszsegugyi,94
medical,farmaatsia,94
medical,farmaceutic,94
medical,farmacist,94
medical,fogaszati,94
medical,gyogyszereszeti,94
medical,hambaravi,94
medical,health services,94
medical,kliiniline,94
medical,klinikai,94
medical,medicala,94
medical,medicale,94
medical,medicali,94
medical,medicament,94
medical,medicina,94
medical,meditsiiniline,94
medical,nurse,94
medical,ocupationala,94
medical,pharmacist,94
medical,practitioner,94
medical,psiholog,94
medical,psychologist,94
medical,radiatie,94
medical,radiation,94
medical,radiologie,94
medical,sanatate,94
medical,tervis,94
medical,tervishoid,94
medical,tervishoiu,94
medical,veterinaar,94
medical,veterinar,94
medical,veterinara,94
medical,veterinarian,94
medical,asistent medical,91
medical,clinical care,90
medical,medical device,90
medical,medical imaging,88
medical,medical service,86
medical,medicine,85
medical,medical services,84
medical,community healthcare,80
medical,healthcare economics,80
medical,healthcare enforcement,80
medical,healthcare environment,80
medical,healthcare facilities,80
medical,healthcare general,80
medical,healthcare institution,80
medical,healthcare insurance,80
medical,healthcare management,80
medical,healthcare operations,80
medical,healthcare planning,80
medical,healthcare psychology,80
medical,healthcare science,80
medical,healthcare shop,80
medical,healthcare social,80
medical,healthcare support,80
medical,maternity healthcare,80
medical,mental healthcare,80
medicine,medicine,100
medium_work_object,medium,100
member_task,member,100
membership_work_object,membership,100
membranophone_knowledge_domain,membranophone,100
mental,mental,100
merger_knowledge_domain,merger,100
meter_product,meter,90
meter_reader_work_object,meter reader,100
meter_work_object,meter,100
meters_product,meters,90
meters_work_object,meters,100
microelectronics,microelectronics,100
microsystem_knowledge_domain,microsystem,90
microsystem_work_object,microsystem,100
middle_knowledge_domain,middle,100
middle_knowledge_domain,mijloc,94
midwife_work_object,midwife,100
midwifery_knowledge_domain,midwifery,100
migrant_industry,migrant,100
military,military,100
milk_heat_work_object,milk heat,100
milk_work_object,milk,100
mill,mill,100
mine,mine,100
mine,cariera,94
mine,kaevandus,94
mine,minerit,94
miniature_task,miniature,100
mining,mining,100
mining,banyaszati,94
mining,extractie,94
mining,kaevandus,94
mining,mineral,94
mining,minerale,94
mining,minereuri,94
mining,ores,94
minister_industry,minister,100
minister_industry,ministru,94
mixed_farmer_work_object,mixed farmer,100
mobile,mobile,100
mobile,mobil,94
mobility_task,mobility,100
model_knowledge_domain,model,100
modern_knowledge_domain,modern,100
mollusc_knowledge_domain,mollusc,90
mollusc_product,mollusc,100
montessori_knowledge_domain,montessori,100
mooring,mooring,100
mooring,amarare,94
mortgage_loan_work_object,mortgage loan,100
mortgage_work_object,mortgage,100
motion_knowledge_domain,motion,100
motion_product,motion,90
motor_product,motor,100
motor_vehicle_aftersale_work_object,motor vehicle aftersale,100
motor_vehicle_aftersale_work_object,servicii post-vânzare pentru autovehicule,94
motor_vehicle_part_work_object,motor vehicle part,100
motor_vehicle_part_work_object,piesă de autovehicul,94
motor_vehicle_work_object,motor vehicle,100
motor_work_object,motor,90
motorcycle_knowledge_domain,motorcycle,90
motorcycle_work_object,motorcycle,100
mould_task,mould,100
moulding,moulding,100
mountain_work_object,mountain,100
move_work_object,move,100
movie_product,movie,100
mud_logger_work_object,mud logger,100
mud_logger_work_object,operator de monitorizare a noroiului de foraj,94
multimedia_product,multimedia,100
museum_knowledge_domain,museum,100
museum_knowledge_domain,muzeu,94
music,music,100
musical,musical,100
nanny_work_object,nanny,100
nature_task,nature,100
nature_task,natură,94
navy_work_object,navy,100
navy_work_object,marină,94
net_task,net,100
network_marketer_work_object,network marketer,100
network_marketer_work_object,agent de marketing de rețea,94
network_product,networking equipment,95
network_product,connectivity product,90
network_product,network,90
network_product,network solution,85
network_product,network product,80
network_work_object,network,100
network_work_object,cable fibre network,96
network_work_object,network system,95
network_work_object,cloud network,94
network_work_object,cloud networks,92
network_work_object,computer network,90
network_work_object,network infrastructure,90
network_work_object,computer networking,88
network_work_object,fibre network,86
network_work_object,network environment,85
network_work_object,ict network,84
network_work_object,it network,82
network_work_object,network systems,82
network_work_object,computer network hardware,80
network_work_object,computer network systems,80
network_work_object,network platform,80
networks_product,networks,90
networks_work_object,networks,100
new_anchor_work_object,new anchor,100
new_anchor_work_object,nou prezentator de știri,94
new_knowledge_domain,new,100
newspaper_knowledge_domain,newspaper,100
newspaper_knowledge_domain,ziar,94
night_work_object,night,100
nitrator_work_object,nitrator,100
nitroglycerin_neutraliser_work_object,nitroglycerin neutraliser,100
nitroglycerin_separator_work_object,nitroglycerin separator,100
non_knowledge_domain,non,90
non_vessel_task,non vessel,100
non_vessel_task,non-navă,94
non_work_object,non,100
nonwoven_staple_work_object,nonwoven staple,100
nonwoven_staple_work_object,fibră discontinuă nețesută,94
nonwoven_textile_work_object,nonwoven textile,100
nonwoven_work_object,nonwoven,100
nonwoven_work_object,nețesut,94
nuclear,nuclear,100
nurse_responsible_industry,nurse responsible,100
nurse_responsible_industry,asistent medical responsabil,94
nursery_knowledge_domain,nursery,100
nursing,nursing,100
occupational,occupational,100
odd_compiler_work_object,odd compiler,100
odd_compiler_work_object,compilator odd,94
office,office,100
office,birouri,94
office,ghiseu,94
office,irodai,94
office,kontor,94
offset_work_object,offset,100
offshore_work_object,offshore,100
oil_refinery_work_object,oil refinery,100
oil_rig_motorhand_work_object,oil rig motorhand,100
oil_rig_motorhand_work_object,operator motor pe platformă petrolieră,94
oil_work_object,oil,100
oilseed_presser_work_object,oilseed presser,100
oilseed_presser_work_object,presator de semințe oleaginoase,94
older_industry,older,100
online,online,100
onshore_wind_work_object,onshore wind,100
onshore_wind_work_object,eolian terestru,94
operations,operations,100
order_picker_work_object,order picker,100
ore_knowledge_domain,ore,90
ore_product,ore,100
organ_work_object,organ,100
orthotics_work_object,orthotics,100
osteopath_work_object,osteopath,100
other_glassware_knowledge_domain,other glassware,90
other_glassware_product,other glassware,100
other_product,other,100
other_product,altul,94
outdoor_activity_knowledge_domain,outdoor activity,100
outdoor_knowledge_domain,outdoor,100
outdoor_knowledge_domain,exterior,94
overhaul,overhaul,100
overhead_line_work_object,overhead line,100
overhead_line_work_object,linie aeriană,94
oxy_fuel_work_object,oxy fuel,100
paint_product,paint,100
painting,painting,100
panel_product,panel,90
panel_work_object,panel,100
panels_product,panels,90
panels_work_object,panels,100
paper_bag_work_object,paper bag,100
paper_cutter_work_object,paper cutter,100
paper_cutter_work_object,tăietor de hârtie,94
paper_product,paper,100
paper_product,deinkare,94
paper_product,deinking,94
paper_product,paber,94
paper_product,papiripari,94
paper_pulp_work_object,paper pulp,100
paper_stationery_work_object,paper stationery,100
paper_stationery_work_object,papetărie din hârtie,94
paper_work_object,paper,100
paper_work_object,deinkare,94
paper_work_object,deinking,94
paper_work_object,paber,94
paper_work_object,papiripari,94
paperboard_product_work_object,paperboard product,100
paperhanger_work_object,paperhanger,100
park,park,100
part_knowledge_domain,part,80
part_product,part,100
part_work_object,part,90
party_industry,party,100
party_industry,partid,94
passenger,passenger,100
passenger,pasageri,94
passenger,reisija,94
passenger,utasok,94
passengers,passengers,100
passport_venue,passport,100
passport_venue,pașaport,94
pasta_work_object,pasta,100
pasta_work_object,paste,94
pastry_chef_work_object,pastry chef,100
pastry_work_object,pastry,100
patent_work_object,patent,100
patient,patient,100
patient,betegek,94
patient,pacienti,94
patient,patsient,94
patients,patients,100
payroll_work_object,payroll,100
peace_work_object,peace,100
pedagogue_industry,pedagogue,100
pedagogue_industry,pedagog,94
people,people,100
performance,performance,100
perfume_knowledge_domain,perfume,80
perfume_product,perfume,100
perfume_work_object,perfume,90
person,person,100
persons,persons,100
pest_task,pest,100
pest_task,dăunător,94
pesticide_sprayer_work_object,pesticide sprayer,100
pesticide_work_object,pesticide,100
pet,pet,100
petroleum_work_object,petroleum,100
pets,pets,100
pharmaceutical,pharmaceutical,100
pharmaceutical_product,pharmaceutical,100
pharmacy_knowledge_domain,pharmacy,90
pharmacy_work_object,pharmacy,100
philosophy,philosophy,100
phone,phone,100
photography,photography,100
photonics_knowledge_domain,photonics,90
photonics_work_object,photonics,100
physical,physical,100
physics,physics,100
physiotherapy_work_object,physiotherapy,100
piano_work_object,piano,100
picture_film_work_object,picture film,100
picture_knowledge_domain,picture,100
picture_product,picture,90
picture_work_object,picture,100
pig_work_object,pig,100
pig_work_object,porc,94
pilate_knowledge_domain,pilate,100
pile_work_object,pile,100
pile_work_object,grămadă,94
pill_work_object,pill,100
pipe_work_object,pipe,100
pipeline_knowledge_domain,pipeline,96
pipeline_knowledge_domain,conducta,94
pipeline_product,pipeline,96
pipeline_route_work_object,pipeline route,100
pipeline_superintendent_work_object,pipeline superintendent,100
pipeline_work_object,pipeline,100
pizzaiolo_work_object,pizzaiolo,100
planer_thicknesser_work_object,planer thicknesser,100
planer_thicknesser_work_object,mașină de rindeluit și grosuit,94
planer_work_object,planer,100
planning,planning,100
plant,plant,100
plasma_work_object,plasma,100
plate_glass_work_object,plate glass,100
plodder_work_object,plodder,100
plodder_work_object,extruder,94
podcast_knowledge_domain,podcast,100
podiatry_work_object,podiatry,100
police_commissioner_work_object,police commissioner,100
police_knowledge_domain,police,90
police_work_object,police,100
policy,policy,100
policy,conformitate,94
policy,criminal,94
policy,imigratie,94
policy,immigration,94
policy,justitie,94
policy,penal,94
policy,poliitika,94
policy,politic,94
policy,politica,94
policy,politici,94
policy,szakpolitika,94
political,political,100
politics_knowledge_domain,politics,100
polygraph_examiner_work_object,polygraph examiner,100
porcelain_caster_work_object,porcelain caster,100
porcelain_work_object,porcelain,100
port,port,100
post_task,post,100
postman_postwoman_work_object,postman postwoman,100
pottery_work_object,pottery,100
poultry_sexer_work_object,poultry sexer,100
poultry_work_object,poultry,100
power_knowledge_domain,power,96
power_knowledge_domain,caldura,94
power_knowledge_domain,combustibil,94
power_knowledge_domain,conducta,94
power_knowledge_domain,conducte,94
power_knowledge_domain,cuptor,94
power_knowledge_domain,electricitate,94
power_knowledge_domain,energia,94
power_knowledge_domain,energie,94
power_knowledge_domain,gaz,94
power_knowledge_domain,nucleara,94
power_knowledge_domain,petrol,94
power_knowledge_domain,petrolier,94
power_knowledge_domain,rafinarie,94
power_knowledge_domain,refinery,94
power_knowledge_domain,titei,94
power_line_work_object,power line,100
power_product,power,100
power_product,power equipment,95
power_product,caldura,94
power_product,combustibil,94
power_product,conducta,94
power_product,conducte,94
power_product,cuptor,94
power_product,electricitate,94
power_product,energia,94
power_product,energie,94
power_product,gaz,94
power_product,nucleara,94
power_product,petrol,94
power_product,petrolier,94
power_product,rafinarie,94
power_product,refinery,94
power_product,titei,94
power_product,power unit,90
power_product,electrical power system,85
power_product,power product,80
power_work_object,power,96
power_work_object,electrical power,95
power_work_object,caldura,94
power_work_object,combustibil,94
power_work_object,conducta,94
power_work_object,conducte,94
power_work_object,cuptor,94
power_work_object,electricitate,94
power_work_object,gaz,94
power_work_object,nucleara,94
power_work_object,petrol,94
power_work_object,petrolier,94
power_work_object,rafinarie,94
power_work_object,refinery,94
power_work_object,titei,94
power_work_object,power system,90
power_work_object,power grid,85
power_work_object,power line,80
powertrain_work_object,powertrain,100
practice_educator_industry,practice educator,100
practice_educator_industry,educator practician,94
practice_industry,practice,100
practice_industry,practică,94
pre_work_object,pre,100
pre_work_object,pre-,94
precast_work_object,precast,100
precast_work_object,prefabricat,94
preciou_stone_cutter_work_object,preciou stone cutter,100
preciou_stone_cutter_work_object,tăietor de pietre prețioase,94
preciou_stone_setter_work_object,preciou stone setter,100
precious_work_object,precious,100
prepared_industry,prepared,100
prepared_industry,preparat,94
prepared_meat_work_object,prepared meat,100
prepress_work_object,prepress,100
presales_channel,presales,100
presales_task,presales,100
press_industry,press,100
press_product,press,90
press_work_object,press,100
primary_school,primary school,100
print_work_object,print,100
printed_circuit_board_designer_work_object,printed circuit board designer,100
printed_circuit_board_designer_work_object,proiectant de plăci cu circuite imprimate,94
printed_work_object,printed,100
printed_work_object,imprimat,94
printing,printing,100
prior_task,prior,100
prison,prison,100
prison,bortoni,94
prison,inchisoare,94
prison,penitenciare,94
prison,vangla,94
private,private,100
private,privat,94
process,process,100
process,proces,94
processing,processing,100
processing,acoperire,94
processing,ambalare,94
processing,anodising,94
processing,anodizing,94
processing,boring,94
processing,braiding,94
processing,briquetting,94
processing,casting,94
processing,coating,94
processing,debitare,94
processing,deburring,94
processing,dezmembrare,94
processing,dipping,94
processing,dismantling,94
processing,drawing,94
processing,drilling,94
processing,drying,94
processing,electroplating,94
processing,engraving,94
processing,erosion,94
processing,extrudare,94
processing,extrusion,94
processing,filing,94
processing,filling,94
processing,finisare,94
processing,forging,94
processing,forjare,94
processing,formare,94
processing,forming,94
processing,frezare,94
processing,gaurire,94
processing,gravare,94
processing,grinding,94
processing,impachetare,94
processing,loikamine,94
processing,milling,94
processing,nailing,94
processing,ontes,94
processing,packaging,94
processing,packing,94
processing,presare,94
processing,pressing,94
processing,procesare,94
processing,pultrusion,94
processing,sawing,94
processing,slefuire,94
processing,straightening,94
processing,sudare,94
processing,swaging,94
processing,taiere,94
processing,tesere,94
processing,tootlemine,94
processing,tumbling,94
processing,turnare,94
processing,umplere,94
processing,upsetting,94
processing,uscare,94
processing,vagas,94
processing,viimistlus,94
processing,vormimine,94
processing,weaving,94
product_knowledge_domain,product,80
product_product,product,100
product_work_object,product,90
production,production,100
production,manufacture,95
production,industrial production,90
production,goods production,85
production,process production,80
products_product,products,100
program,program,100
programme,programme,100
programming,programming,100
programming,java,96
project,project,100
project,proiect,94
prop_mistress_work_object,prop mistress,100
prop_work_object,prop,100
property_appraiser_industry,property appraiser,100
property_appraiser_industry,evaluator imobiliar,94
property_knowledge_domain,property,90
property_work_object,property,100
prosthetist_orthotist_work_object,prosthetist orthotist,100
protection,protection,100
psychology,psychology,100
public,public,100
public_relations,public relations,100
pulp_work_object,pulp,100
pump_product,pump,96
pump_work_object,pump,100
punch_work_object,punch,100
pupil,pupil,100
pupils,pupils,100
puppet_designer_work_object,puppet designer,100
purchase_work_object,purchase,100
pyrotechnics_task,pyrotechnics,100
quality,quality,100
quality_assurance,quality assurance,100
quality_assurance,application quality assurance,96
quality_assurance,qa,95
quality_assurance,application qa,94
quality_assurance,asigurarea,94
quality_assurance,calitate,94
quality_assurance,calitatii,94
quality_assurance,clasificare,94
quality_assurance,clasificator,94
quality_assurance,gradare,94
quality_assurance,grader,94
quality_assurance,graders,94
quality_assurance,kvaliteedikontroll,94
quality_assurance,minoseg,94
quality_assurance,precision,94
quality_assurance,precizie,94
quality_assurance,sortare,94
quality_assurance,sorting,94
quality_assurance,testare,94
quality_assurance,teszt,94
quality_assurance,applications quality assurance,92
quality_assurance,quality control,91
quality_assurance,quality management,85
quality_assurance,qa qc,84
quality_assurance,qc,82
quality_assurance,qc qa,82
quality_assurance,assurance quality control,80
quality_assurance,betting quality assurance,80
quality_assurance,centre quality assurance,80
quality_assurance,centre quality control,80
quality_assurance,chemical quality control,80
quality_assurance,chemistry quality control,80
quality_assurance,clothing quality control,80
quality_assurance,construction quality assurance,80
quality_assurance,design quality control,80
quality_assurance,device quality assurance,80
quality_assurance,device quality control,80
quality_assurance,disk quality control,80
quality_assurance,engineering quality control,80
quality_assurance,footwear quality assurance,80
quality_assurance,footwear quality control,80
quality_assurance,gambling quality assurance,80
quality_assurance,gaming quality assurance,80
quality_assurance,goods quality control,80
quality_assurance,ict quality assurance,80
quality_assurance,imaging quality assurance,80
quality_assurance,industrial quality control,80
quality_assurance,inspection quality control,80
quality_assurance,test assurance,80
quantity_work_object,quantity,100
quarry_work_object,quarry,100
quick_task,quick,100
quick_task,rapid,94
race_track_work_object,race track,100
radio_knowledge_domain,radio,90
radio_work_object,radio,100
rail_layer_work_object,rail layer,100
rail_switchperson_work_object,rail switchperson,100
rail_work_object,rail,100
railway,railway,100
railway,feroviar,94
railway,feroviara,94
railway,gara,94
railway,raudtee,94
railway,rolling,94
railway,rong,94
railway,station,94
railway,tren,94
railway,vagoane,94
railway,vagon,94
railway,vasut,94
railway,vasuti,94
railway,vonat,94
railway,rolling stock,91
raw_knowledge_domain,raw,80
raw_product,raw,100
raw_work_object,raw,90
reactor_work_object,reactor,100
reception,reception,100
record_work_object,record,100
recovery,recovery,100
refinery_shift_work_object,refinery shift,100
refuse_vehicle_work_object,refuse vehicle,100
refuse_vehicle_work_object,vehicul pentru deșeuri,94
refuse_work_object,refuse,100
regulatory,regulatory,100
regulatory,de reglementare,94
relationship,relationship,100
relationship,relație,94
religion_knowledge_domain,religion,100
religiou_knowledge_domain,religiou,100
religiou_knowledge_domain,religios,94
remote_work_object,remote,100
remote_work_object,la distanță,94
renewable,renewable,100
renewable,geothermal,94
renewable,hidroenergie,94
renewable,megujulo,94
renewable,regenerabil,94
renewable,taastuv,94
renewable,taastuvenergia,94
renewable,turbina,94
renewable,turbine,94
renewable,renewable energy,91
rental,rental,100
repair,repair,100
repair,equipment repair,95
repair,hooldus,94
repair,intretinere,94
repair,karbantartasi,94
repair,mentenanta,94
repair,remont,94
repair,repairer,94
repair,reparator,94
repair,maintenance and repair,91
repair,system repair,90
repair,technical repair,85
repair,fault repair,80
repetiteur_work_object,repetiteur,100
reprographics_work_object,reprographics,100
rescue,rescue,100
research,research,100
research,stiinta,94
research,stiintific,94
resilience_knowledge_domain,resilience,100
resilient_floor_layer_work_object,resilient floor layer,100
resilient_floor_layer_work_object,montator de pardoseli reziliente,94
resort,resort,100
resource_knowledge_domain,resource,100
resource_knowledge_domain,resursă,94
response,response,100
response,răspuns,94
responsibility_industry,responsibility,100
responsibility_industry,responsabilitate,94
restaurant,restaurant,100
restaurant,brutarie,94
restaurant,ettermi,94
restaurant,gyorsetterem,94
restaurant,gyorsettermi,94
restaurant,pagari,94
restaurant,panificatie,94
restaurant,pekseg,94
restaurant,restaurante,94
restaurant,restaurantul,94
restaurant,toitlustus,94
retail,retail,100
revenue_industry,revenue,100
revenue_industry,venituri,94
right_task,right,100
risk,risk,100
risk,risc,94
road,road,100
roadside_work_object,roadside,100
roadside_work_object,marginea drumului,94
robot_industry,robot,100
robotics_knowledge_domain,robotics,90
robotics_work_object,robotics,100
roller_work_object,roller,100
room,room,100
roughneck_work_object,roughneck,100
roughneck_work_object,muncitor de sondă,94
roustabout_work_object,roustabout,100
roustabout_work_object,muncitor auxiliar de sondă,94
router_product,router,90
router_work_object,router,100
rubber_good_work_object,rubber good,100
rubber_good_work_object,articol din cauciuc,94
rubber_product_work_object,rubber product,100
rubber_work_object,rubber,100
safety,safety,100
safety,armata,94
safety,armoured,94
safety,biztonsag,94
safety,blindat,94
safety,dangerous,94
safety,foc,94
safety,hadaabi,94
safety,hazardous,94
safety,incendiu,94
safety,militar,94
safety,ohutus,94
safety,paza,94
safety,periculoase,94
safety,periculos,94
safety,politie,94
safety,politsei,94
safety,protectie,94
safety,rendorsegi,94
safety,securitate,94
safety,siguranta,94
safety,surgossegi,94
safety,urgenta,94
safety,informatii militare,91
sales,sales,100
sales,b2b sales,96
sales,commercial sale,95
sales,inside sales,94
sales,vanzare,94
sales,sales operations,92
sales,sales support,90
sales,selling,90
sales,sales operation,85
salon,salon,100
sample_task,sample,100
sample_task,eșantion,94
sampling,sampling,100
satellite_work_object,satellite,100
sauce_work_object,sauce,100
sauce_work_object,sos,94
sawmill_work_object,sawmill,100
scenery_work_object,scenery,100
scenery_work_object,decor,94
scheme_task,scheme,100
scheme_task,schemă,94
scholar_industry,scholar,100
scholar_industry,cercetător academic,94
school,school,100
school,iskolai,94
school,kool,94
school,kooli,94
school,primary,94
school,scolar,94
school,scolara,94
school,scoli,94
school,scolii,94
school,scolilor,94
school,secondary,94
science,science,100
scientific,scientific,100
scrap_knowledge_domain,scrap,90
scrap_product,scrap,100
scraper_work_object,scraper,100
screen_product,screen,90
screen_work_object,screen,100
screening,screening,100
screens_product,screens,90
screens_work_object,screens,100
screw_work_object,screw,100
script_work_object,script,100
seafood_product,seafood,100
search_engine_task,search engine,100
search_engine_task,motor de căutare,94
second_hand_product,second hand,100
second_hand_product,second-hand,94
second_work_object,second,100
secondary_school,secondary school,100
securities,securities,100
security,security,100
security,access control security,96
security,application security,94
security,business information security,92
security,cloud security,90
security,computer security,88
security,cyber,86
security,cyber security,84
security,cybersecurity,82
security,information security,82
security,it security,82
security,network security,82
security,application security admin,80
security,compliance information security,80
security,compliance information security gambling,80
security,computer security information,80
security,cyber information security,80
security,cyber security support,80
security,gambing compliance information security,80
security,gambling compliance information security,80
security,information security admin,80
security,information security loss prevention,80
security,information security management,80
security,information security risk,80
security,information security system,80
security,information security systems,80
security_alarm_work_object,security alarm,100
seed_knowledge_domain,sămânță,94
seed_knowledge_domain,seed,90
seed_product,seed,100
semi_finished_product,semi finished,100
semiconductor_processor_work_object,semiconductor processor,100
sensor_knowledge_domain,sensor,90
sensor_work_object,sensor,100
sergeant_work_object,sergeant,100
service,service,100
services,services,100
set,set,100
sewer_industry,sewer,100
sewerage_cleaner_work_object,sewerage cleaner,100
sewerage_network_work_object,sewerage network,100
sewerage_system_work_object,sewerage system,100
sewerage_work_object,sewerage,100
sewing,sewing,100
sewing_machine,sewing machine,100
sheep_work_object,sheep,100
sheep_work_object,oaie,94
sheet_industry,sheet,100
sheet_industry,tablă,94
shelf_work_object,shelf,100
shelter,shelter,100
shepherd_work_object,shepherd,100
shiatsu_work_object,shiatsu,100
shift_work_object,shift,100
shift_work_object,tură,94
ship_captain_work_object,ship captain,100
ship_knowledge_domain,ship,90
ship_product,ship,100
ship_work_object,ship,100
ships_product,ships,90
ships_work_object,ships,100
shipwright_work_object,shipwright,100
shoe_product,shoe,100
shoe_work_object,shoe,90
shop,shop,100
shop,bolti,94
shop,kauplus,94
shop,kaupluse,94
shop,magazinelor,94
shop,magazinul,94
shop,magazinului,94
shop,mall,94
shop,uzlet,94
shop,uzleti,94
sign,sign,100
sign,semn,94
sign_language,sign language,100
signalperson_task,signalperson,100
signalperson_task,semnalist,94
silversmith_work_object,silversmith,100
site,site,100
ski_knowledge_domain,ski,100
ski_lift_work_object,ski lift,100
ski_lift_work_object,telecabină pentru schi,94
slate_work_object,slate,100
slitter_work_object,slitter,100
smart_city_knowledge_domain,smart city,100
smart_knowledge_domain,smart,90
smart_work_object,smart,100
snow_task,snow,100
snow_task,zăpadă,94
snowboard_knowledge_domain,snowboard,100
soap_chipper_work_object,soap chipper,100
soap_drier_work_object,soap drier,100
soap_product,soap,100
soap_tower_work_object,soap tower,100
soap_work_object,soap,100
social,social,100
software_knowledge_domain,application software engineering,96
software_knowledge_domain,software engineering,95
software_knowledge_domain,applications software engineering,94
software_knowledge_domain,software design,92
software_knowledge_domain,software,90
software_knowledge_domain,software development,90
software_knowledge_domain,software testing,86
software_knowledge_domain,drone software development,80
software_knowledge_domain,electric vehicle software development,80
software_knowledge_domain,software architecture,80
software_knowledge_domain,software development project,80
software_knowledge_domain,software development test,80
software_knowledge_domain,software engineering systems,80
software_knowledge_domain,software engineering systems information,80
software_knowledge_domain,vehicle software development,80
software_product,software,100
software_product,software package,95
software_product,software solution,90
software_product,digital product,85
software_product,software offering,80
software_work_object,software,100
software_work_object,api,96
software_work_object,application software,95
software_work_object,application systems,92
software_work_object,applications software,90
software_work_object,software system,90
software_work_object,computer software,88
software_work_object,crm,86
software_work_object,software platform,85
software_work_object,embedded software,84
software_work_object,enterprise resource planning,82
software_work_object,erp,82
software_work_object,software application,82
software_work_object,software systems,82
software_work_object,computer software multimedia shop,80
software_work_object,computer software multimedia specialised,80
software_work_object,computer software multimedia store,80
software_work_object,computer software shop,80
software_work_object,computer software specialised,80
software_work_object,computer software store,80
software_work_object,software application support,80
software_work_object,software stack,80
soil_work_object,soil,100
solar,solar,100
solar,photovoltaic,90
sole_work_object,sole,100
sole_work_object,talpă,94
solid_waste_work_object,solid waste,100
sorter_work_object,sorter,100
sound_designer_work_object,sound designer,100
sound_knowledge_domain,sound,90
sound_work_object,sound,100
spa_work_object,spa,100
space_knowledge_domain,space,100
space_knowledge_domain,spațiu,94
spark_work_object,spark,100
special_educational_needs,special educational needs,100
special_needs,special needs,100
specialised,specialised,100
speech,speech,100
speech,vorbire,94
speech_and_language,speech and language,100
spice_knowledge_domain,spice,90
spice_product,spice,100
spokesperson_work_object,spokesperson,100
sports,sports,100
sports_product,sports,100
spot_work_object,spot,100
sprinkler_work_object,sprinkler,100
squadron_work_object,squadron,100
stage,stage,100
stagehand_work_object,stagehand,100
staircase_work_object,staircase,100
stand_up_comedian_work_object,stand up comedian,100
stand_work_object,stand,100
standalone_product,standalone,100
standalone_product,independent,94
starch_work_object,starch,100
state_work_object,state,100
stationery_product,stationery,100
statistics,statistics,100
steam_turbine_work_object,steam turbine,100
steam_work_object,steam,100
steeplejack_work_object,steeplejack,100
steiner_knowledge_domain,steiner,100
sterile_work_object,sterile,100
sterile_work_object,steril,94
stevedore_superintendent_work_object,stevedore superintendent,100
stevedore_work_object,stevedore,100
stock_knowledge_domain,stock,80
stock_product,stock,100
stock_work_object,stock,90
stone_driller_work_object,stone driller,100
