source_name,sub_family_node_id,sub_family_label,current_family_node_id,current_family_label,leaf_count,example_leaf_labels,review_action,override_family_node_id,override_family_label,review_note
esco_1_2_1,14817,Legal professionals not elsewhere classified,14814,Legal professionals,12,data protection officer|election observer|contract manager|legal consultant|mediator|ombudsman|court jury coordinator|regulatory affairs manager,,,,
esco_1_2_1,14928,Legal and related associate professionals,14927,"Legal, social and religious associate professionals",10,court clerk|court bailiff|store detective|private detective|legal assistant|court administrative officer|conveyance clerk|court enforcement officer,,,,
esco_1_2_1,14930,Religious associate professionals,14927,"Legal, social and religious associate professionals",2,monk/nun|pastoral worker,,,,
esco_1_2_1,14929,Social work associate professionals,14927,"Legal, social and religious associate professionals",18,legal guardian|volunteer mentor|foster care support worker|child welfare worker|family support worker|residential childcare worker|housing support worker|social work assistant,,,,
esco_1_2_1,14670,Legislators,14669,Legislators and senior officials,7,secretary of state|government minister|member of parliament|mayor|city councillor|senator|governor,,,,
esco_1_2_1,14671,Senior government officials,14669,Legislators and senior officials,9,public administration manager|ambassador|diplomat|police commissioner|secretary general|central bank governor|embassy counsellor|consul,,,,
esco_1_2_1,14673,Senior officials of special-interest organisations,14669,Legislators and senior officials,1,special-interest groups' official,,,,
esco_1_2_1,14819,Archivists and curators,14818,"Librarians, archivists and curators",9,exhibition curator|conservator|exhibition registrar|collection manager|museum scientist|cultural visitor services manager|archivist|zoo registrar,,,,
esco_1_2_1,14820,Librarians and related information professionals,14818,"Librarians, archivists and curators",2,information manager|librarian,,,,
esco_1_2_1,14724,"Biologists, botanists, zoologists and related professionals",14723,Life science professionals,19,pharmacologist|biophysicist|physiologist|toxicologist|botanist|geneticist|bioinformatics scientist|aquaculture biologist,,,,
esco_1_2_1,14726,Environmental protection professionals,14723,Life science professionals,15,environmental scientist|water quality analyst|pipeline environmental project manager|environmental programme coordinator|airport environment officer|soil scientist|groundwater monitoring technician|nature conservation officer,,,,
esco_1_2_1,14725,"Farming, forestry and fisheries advisers",14723,Life science professionals,6,fisheries adviser|aquaculture recirculation manager|agricultural scientist|agronomist|livestock advisor|forestry adviser,,,,
esco_1_2_1,14865,Agricultural technicians,14863,Life science technicians and related associate professionals,4,agricultural technician|aquaculture site supervisor|viticulture adviser|aquaculture quality supervisor,,,,
esco_1_2_1,14866,Forestry technicians,14863,Life science technicians and related associate professionals,1,forestry technician,,,,
esco_1_2_1,14864,Life science technicians (excluding medical),14863,Life science technicians and related associate professionals,7,biotechnical technician|botanical technician|biology technician|scientific laboratory technician|biochemistry technician|bacteriology technician|zoology technician,,,,
esco_1_2_1,15210,Locomotive engine drivers,15209,Locomotive engine drivers and related workers,1,train driver,,,,
esco_1_2_1,15211,"Railway brake, signal and switch operators",15209,Locomotive engine drivers and related workers,5,rail switchperson|train preparer|shunter|train dispatcher|level crossing signalperson,,,,
esco_1_2_1,15117,Agricultural and industrial machinery mechanics and repairers,15114,Machinery mechanics and repairers,17,land-based machinery technician|fluid power technician|greaser|rotating equipment mechanic|industrial machinery mechanic|textile machinery technician|pneumatic systems technician|forge equipment technician,,,,
esco_1_2_1,15116,Aircraft engine mechanics and repairers,15114,Machinery mechanics and repairers,5,aircraft engine specialist|aircraft gas turbine engine overhaul technician|aircraft maintenance technician|aircraft de-icer installer|aircraft maintenance coordinator,,,,
esco_1_2_1,15118,Bicycle and related repairers,15114,Machinery mechanics and repairers,1,bicycle mechanic,,,,
esco_1_2_1,15115,Motor vehicle mechanics and repairers,15114,Machinery mechanics and repairers,10,refurbishing technician|vehicle restoration technician|diesel engine mechanic|vehicle maintenance supervisor|vehicle maintenance attendant|vehicle technician|coachbuilder|tyre fitter,,,,
esco_1_2_1,14675,Managing directors and chief executives,14674,Managing directors and chief executives,6,public employment service manager|airport chief executive|chief executive officer|social entrepreneur|animal facility manager|chief operating officer,,,,
esco_1_2_1,15249,Hand packers,15248,Manufacturing labourers,2,clothing finisher|hand packer,,,,
esco_1_2_1,15250,Manufacturing labourers not elsewhere classified,15248,Manufacturing labourers,2,factory hand|wood caulker,,,,
esco_1_2_1,14693,Construction managers,14690,"Manufacturing, mining, construction, and distribution managers",3,property developer|construction general contractor|construction manager,,,,
esco_1_2_1,14691,Manufacturing managers,14690,"Manufacturing, mining, construction, and distribution managers",21,footwear quality manager|metal production manager|chemical production manager|leather goods quality manager|leather wet processing department manager|leather production manager|clothing operations manager|metallurgical manager,,,,
esco_1_2_1,14692,Mining managers,14690,"Manufacturing, mining, construction, and distribution managers",4,oil and gas production manager|mine manager|quarry manager|mine production manager,,,,
esco_1_2_1,14694,"Supply, distribution and related managers",14690,"Manufacturing, mining, construction, and distribution managers",90,"import export manager in meat and meat products|electronic and telecommunications equipment and parts distribution manager|import export manager in agricultural machinery and equipment|air traffic manager|import export manager in machinery, industrial equipment, ships and aircraft|textile industry machinery distribution manager|import export manager in hardware, plumbing and heating equipment and supplies|import export manager in flowers and plants",,,,
esco_1_2_1,15053,Field crop and vegetable growers,15052,Market gardeners and crop growers,1,agronomic crop production team leader,,,,
esco_1_2_1,15055,"Gardeners, horticultural and nursery growers",15052,Market gardeners and crop growers,6,horticulture production team leader|interior landscaper|groundsman/groundswoman|horticulture production manager|landscape gardener|tree surgeon,,,,
esco_1_2_1,15056,Mixed crop growers,15052,Market gardeners and crop growers,1,crop production manager,,,,
esco_1_2_1,15054,Tree and shrub crop growers,15052,Market gardeners and crop growers,7,vineyard machinery operator|vineyard supervisor|fruit production team leader|vineyard manager|hop farmer|arboriculturist|vineyard cellar master,,,,
esco_1_2_1,14981,Production clerks,14979,Material-recording and transport clerks,1,machinery assembly coordinator,,,,
esco_1_2_1,14980,Stock clerks,14979,Material-recording and transport clerks,6,warehouse operators for clothing|footwear factory warehouse operator|raw materials warehouse specialist|leather goods warehouse operator|inventory coordinator|raw material reception operator,,,,
esco_1_2_1,14982,Transport clerks,14979,Material-recording and transport clerks,21,vessel operations coordinator|ship planner|rail logistics coordinator|bridge operator|freight transport dispatcher|gas transmission system operator|pipeline route manager|taxi controller,,,,
esco_1_2_1,14722,"Mathematicians, actuaries and statisticians",14721,"Mathematicians, actuaries and statisticians",7,actuarial consultant|gambling games developer|gambling quality assurance engineer|mathematician|statistician|biometrician|demographer,,,,
esco_1_2_1,14878,Medical and dental prosthetic technicians,14874,Medical and pharmaceutical technicians,2,audiology technician|prosthetist-orthotist,,,,
esco_1_2_1,14876,Medical and pathology laboratory technicians,14874,Medical and pharmaceutical technicians,1,medical laboratory assistant,,,,
esco_1_2_1,14875,Medical imaging and therapeutic equipment technicians,14874,Medical and pharmaceutical technicians,2,clinical perfusion scientist|radiation therapist,,,,
esco_1_2_1,14877,Pharmaceutical technicians and assistants,14874,Medical and pharmaceutical technicians,2,clinical trial assistant|pharmacy assistant,,,,
esco_1_2_1,14748,Generalist medical practitioners,14747,Medical doctors,1,general practitioner,,,,
esco_1_2_1,14749,Specialist medical practitioners,14747,Medical doctors,1,specialised doctor,,,,
esco_1_2_1,15176,"Metal finishing, plating and coating machine operators",15174,Metal processing and finishing plant operators,12,coating machine operator|enameller|tumbling machine operator|abrasive blasting operator|surface grinding machine operator|cylindrical grinder operator|filing machine operator|deburring machine operator,,,,
esco_1_2_1,15175,Metal processing plant operators,15174,Metal processing and finishing plant operators,7,metal drawing machine operator|casting machine operator|metal annealer|metal rolling mill operator|wire weaving machine operator|extrusion machine operator|spring maker,,,,
esco_1_2_1,15247,Building construction labourers,15244,Mining and construction labourers,1,building construction worker,,,,
esco_1_2_1,15246,Civil engineering labourers,15244,Mining and construction labourers,7,waterway construction labourer|civil engineering worker|road sign installer|road marker|rail layer|road maintenance worker|drainage worker,,,,
esco_1_2_1,15245,Mining and quarrying labourers,15244,Mining and construction labourers,1,mining assistant,,,,
esco_1_2_1,15173,"Cement, stone and other mineral products machine operators",15169,Mining and mineral processing plant operators,8,slate mixer|asphalt plant operator|concrete products machine operator|precast moulder|electrolytic cell maker|block machine operator|stone splitter|stone polisher,,,,
esco_1_2_1,15171,Mineral and stone processing plant operators,15169,Mining and mineral processing plant operators,4,stone planer|stone driller|mineral processing operator|mineral crushing operator,,,,
esco_1_2_1,15170,Miners and quarriers,15169,Mining and mineral processing plant operators,5,driller|underground heavy equipment operator|dewatering technician|surface miner|underground miner,,,,
esco_1_2_1,15172,Well drillers and borers and related workers,15169,Mining and mineral processing plant operators,9,pipeline pump operator|derrickhand|well-digger|tool pusher|drill operator|tunnel boring machine operator|roustabout|roughneck,,,,
esco_1_2_1,14855,Construction supervisors,14852,"Mining, manufacturing and construction supervisors",28,insulation supervisor|bricklaying supervisor|bridge construction supervisor|plumbing supervisor|construction general supervisor|tiling supervisor|paperhanger supervisor|power lines supervisor,,,,
esco_1_2_1,14854,Manufacturing supervisors,14852,"Mining, manufacturing and construction supervisors",29,container equipment assembly supervisor|leather goods production supervisor|waste management supervisor|precision mechanics supervisor|vessel assembly supervisor|machine operator supervisor|machinery assembly supervisor|production supervisor,,,,
esco_1_2_1,14853,Mining supervisors,14852,"Mining, manufacturing and construction supervisors",2,mine shift manager|mine supervisor,,,,
esco_1_2_1,15063,Mixed crop and animal producers,15062,Mixed crop and animal producers,2,mixed farmer|farm manager,,,,
esco_1_2_1,15221,"Crane, hoist and related plant operators",15218,Mobile plant operators,5,tower crane operator|production plant crane operator|mobile crane operator|automated cable vehicle controller|container crane operator,,,,
esco_1_2_1,15220,Earthmoving and related plant operators,15218,Mobile plant operators,10,snow-clearing worker|grader operator|road roller operator|dredge operator|road construction worker|pile driving hammer operator|surface mine plant operator|bulldozer operator,,,,
esco_1_2_1,15222,Lifting truck operators,15218,Mobile plant operators,1,forklift operator,,,,
esco_1_2_1,15219,Mobile farm and forestry plant operators,15218,Mobile plant operators,3,land-based machinery supervisor|land-based machinery operator|forestry equipment operator,,,,
esco_1_2_1,14663,Non-commissioned armed forces officers,14662,Non-commissioned armed forces officers,4,special forces officer|army corporal|warfare specialist|sergeant,,,,
esco_1_2_1,14976,Accounting and bookkeeping clerks,14975,Numerical clerks,2,sales support assistant|billing clerk,,,,
esco_1_2_1,14978,Payroll clerks,14975,Numerical clerks,1,payroll clerk,,,,
esco_1_2_1,14977,"Statistical, finance and insurance clerks",14975,Numerical clerks,8,auditing clerk|financial markets back office administrator|tax clerk|insurance clerk|back office specialist|foreign exchange cashier|property assistant|investment clerk,,,,
esco_1_2_1,14881,Midwifery associate professionals,14879,Nursing and midwifery associate professionals,1,maternity support worker,,,,
esco_1_2_1,14752,Midwifery professionals,14750,Nursing and midwifery professionals,1,midwife,,,,
esco_1_2_1,14751,Nursing professionals,14750,Nursing and midwifery professionals,3,specialist nurse|advanced nurse practitioner|nurse responsible for general care,,,,
esco_1_2_1,14991,Clerical support workers not elsewhere classified,14984,Other clerical support workers,2,advertising assistant|foreign language correspondence clerk,,,,
esco_1_2_1,14987,"Coding, proof-reading and related clerks",14984,Other clerical support workers,1,proofreader,,,,
esco_1_2_1,14989,Filing and copying clerks,14984,Other clerical support workers,1,file clerk,,,,
esco_1_2_1,14985,Library clerks,14984,Other clerical support workers,1,library assistant,,,,
esco_1_2_1,14986,Mail carriers and sorting clerks,14984,Other clerical support workers,2,mail clerk|postman/postwoman,,,,
esco_1_2_1,14990,Personnel clerks,14984,Other clerical support workers,1,human resources assistant,,,,
esco_1_2_1,15165,Fumigators and other pest and weed controllers,15161,Other craft and related workers,2,pest management worker|pesticides sprayer,,,,
esco_1_2_1,15164,Product graders and testers (excluding foods and beverages),15161,Other craft and related workers,28,precision device inspector|electrical equipment inspector|electronic equipment inspector|printed circuit board test technician|automotive test driver|footwear quality controller|engineered wood board grader|pulp grader,,,,
esco_1_2_1,15163,Shotfirers and blasters,15161,Other craft and related workers,1,shotfirer,,,,
esco_1_2_1,15162,Underwater divers,15161,Other craft and related workers,3,harvest diver|construction commercial diver|rescue diver,,,,
esco_1_2_1,15275,Elementary workers not elsewhere classified,15270,Other elementary workers,7,locker room attendant|cloak room attendant|attraction operator|usher|advertising installer|laundromat attendant|amusement and recreation attendant,,,,
esco_1_2_1,15271,"Messengers, package deliverers and luggage porters",15270,Other elementary workers,2,hotel porter|doorman/doorwoman,,,,
esco_1_2_1,15273,Meter readers and vending-machine collectors,15270,Other elementary workers,2,meter reader|vending machine operator,,,,
esco_1_2_1,15272,Odd job persons,15270,Other elementary workers,1,handyperson,,,,
esco_1_2_1,14894,Ambulance workers,14886,Other health associate professionals,2,paramedic in emergency responses|emergency ambulance driver,,,,
esco_1_2_1,14889,Community health workers,14886,Other health associate professionals,2,first aid instructor|community health worker,,,,
esco_1_2_1,14887,Dental assistants and therapists,14886,Other health associate professionals,1,dental chairside assistant,,,,
esco_1_2_1,14890,Dispensing opticians,14886,Other health associate professionals,2,optical technician|optician,,,,
esco_1_2_1,14893,Environmental and occupational health inspectors and associates,14886,Other health associate professionals,10,transport health and safety inspector|health and safety inspector|healthcare inspector|occupational health and safety inspector|food safety inspector|environmental health inspector|industrial waste inspector|hazardous materials inspector,,,,
esco_1_2_1,14895,Health associate professionals not elsewhere classified,14886,Other health associate professionals,7,anaesthetic technician|chiropractic assistant|dietetic technician|respiratory therapy technician|temperature screener|covid tester|assistant clinical psychologist,,,,
esco_1_2_1,14892,Medical assistants,14886,Other health associate professionals,1,doctors' surgery assistant,,,,
esco_1_2_1,14888,Medical records and health information technicians,14886,Other health associate professionals,5,medical records clerk|picture archiving and communication systems administrator|clinical coder|waiting list coordinator|medical records manager,,,,
esco_1_2_1,14891,Physiotherapy technicians and assistants,14886,Other health associate professionals,4,massage therapist|shiatsu practitioner|sophrologist|physiotherapy assistant,,,,
esco_1_2_1,14765,Audiologists and speech therapists,14759,Other health professionals,2,speech and language therapist|audiologist,,,,
esco_1_2_1,14760,Dentists,14759,Other health professionals,4,dental technician|specialist dentist|dental hygienist|dental practitioner,,,,
esco_1_2_1,14764,Dieticians and nutritionists,14759,Other health professionals,2,dietitian|prepared meals nutritionist,,,,
esco_1_2_1,14762,Environmental and occupational health and hygiene professionals,14759,Other health professionals,5,food safety specialist|ergonomist|emergency response coordinator|health and safety officer|radiation protection officer,,,,
esco_1_2_1,14767,Health professionals not elsewhere classified,14759,Other health professionals,23,medical physics expert|kinesiologist|biomedical scientist|occupational therapist|music therapist|chiropractor|anatomical pathology technician|podiatry assistant,,,,
esco_1_2_1,14766,Optometrists and ophthalmic opticians,14759,Other health professionals,2,orthoptist|optometrist,,,,
esco_1_2_1,14761,Pharmacists,14759,Other health professionals,6,pharmaceutical quality specialist|industrial pharmacist|hospital pharmacist|pharmacy technician|pharmacist|specialist pharmacist,,,,
esco_1_2_1,14763,Physiotherapists,14759,Other health professionals,2,physiotherapist|advanced physiotherapist,,,,
esco_1_2_1,15011,"Astrologers, fortune-tellers and related workers",15010,Other personal services workers,4,medium|astrologer|fortune teller|psychic,,,,
esco_1_2_1,15012,Companions and valets,15010,Other personal services workers,1,companion,,,,
esco_1_2_1,15015,Driving instructors,15010,Other personal services workers,6,motorcycle instructor|vessel steering instructor|bus driving instructor|car driving instructor|driving instructor|truck driving instructor,,,,
esco_1_2_1,15016,Personal services workers not elsewhere classified,15010,Other personal services workers,3,club host/club hostess|escort|dating service consultant,,,,
esco_1_2_1,15014,Pet groomers and animal care workers,15010,Other personal services workers,15,animal care attendant|kennel worker|animal handler|dog trainer|dog breeder|horse trainer|animal groomer|zoo section leader,,,,
esco_1_2_1,15013,Undertakers and embalmers,15010,Other personal services workers,4,funeral services director|cemetery attendant|funeral attendant|embalmer,,,,
esco_1_2_1,15031,Contact centre salespersons,15027,Other sales workers,1,call centre agent,,,,
esco_1_2_1,15030,Door to door salespersons,15027,Other sales workers,1,door to door seller,,,,
esco_1_2_1,15028,Fashion and other models,15027,Other sales workers,2,fashion model|art model,,,,
esco_1_2_1,15033,Food service counter attendants,15027,Other sales workers,2,quick service restaurant team leader|food service worker,,,,
esco_1_2_1,15029,Sales demonstrators,15027,Other sales workers,1,promotions demonstrator,,,,
esco_1_2_1,15034,Sales workers not elsewhere classified,15027,Other sales workers,14,"rental service representative in other machinery, equipment and tangible goods|rental service representative in personal and household goods|rental service representative|vehicle rental agent|rental service representative in water transport equipment|rental service representative in office machinery and equipment|rental service representative in air transport equipment|rental service representative in construction and civil engineering machinery",,,,
esco_1_2_1,15032,Service station attendants,15027,Other sales workers,1,fuel station specialised seller,,,,
esco_1_2_1,14713,Services managers not elsewhere classified,14711,Other services managers,8,tour operator manager|laundry and dry cleaning manager|garage manager|camping ground manager|travel agency manager|call centre manager|tourist information centre manager|contact centre manager,,,,
esco_1_2_1,14712,"Sports, recreation and cultural centre managers",14711,Other services managers,11,performance production manager|spa manager|gambling manager|zoo curator|beauty salon manager|lottery manager|cultural facilities manager|recreational facilities manager,,,,
esco_1_2_1,15199,Glass and ceramics plant operators,15198,Other stationary plant and machine operators,12,tunnel kiln operator|auger press operator|glass polisher|drawing kiln operator|kiln firer|clay kiln burner|clay products dry kiln operator|glass annealer,,,,
esco_1_2_1,15201,"Packing, bottling and labelling machine operators",15198,Other stationary plant and machine operators,7,cigar brander|heat sealing machine operator|cylinder filler|canning and bottling line operator|packaging and filling machine operator|leather goods packing operator|footwear finishing and packing operator,,,,
esco_1_2_1,15202,Stationary plant and machine operators not elsewhere classified,15198,Other stationary plant and machine operators,2,edge bander operator|slitter operator,,,,
esco_1_2_1,15200,Steam engine and boiler operators,15198,Other stationary plant and machine operators,2,boiler operator|steam plant operator,,,,
esco_1_2_1,14779,Education methods specialists,14778,Other teaching professionals,4,educational researcher|special educational needs coordinator|education inspector|curriculum administrator,,,,
esco_1_2_1,14784,Information technology trainers,14778,Other teaching professionals,2,digital literacy teacher|ICT trainer,,,,
esco_1_2_1,14783,Other arts teachers,14778,Other teaching professionals,6,dance teacher|photography teacher|visual arts teacher|circus arts teacher|arts education officer|drama teacher,,,,
esco_1_2_1,14781,Other language teachers,14778,Other teaching professionals,2,sign language teacher|language school teacher,,,,
esco_1_2_1,14782,Other music teachers,14778,Other teaching professionals,1,music teacher,,,,
esco_1_2_1,14780,Special needs teachers,14778,Other teaching professionals,8,adult literacy teacher|special educational needs teacher secondary school|teacher of talented and gifted students|learning support teacher|special educational needs itinerant teacher|special educational needs teacher|early years special educational needs teacher|special educational needs teacher primary school,,,,
esco_1_2_1,14785,Teaching professionals not elsewhere classified,14778,Other teaching professionals,14,assessor of prior learning|public speaking coach|educational counsellor|academic support officer|learning mentor|assistive technologist|tutor|prison instructor,,,,
esco_1_2_1,15101,Building structure cleaners,15098,"Painters, building structure cleaners and related trades workers",5,chimney sweep supervisor|asbestos abatement worker|chimney sweep|building exterior cleaner|decontamination worker,,,,
esco_1_2_1,15099,Painters and related workers,15098,"Painters, building structure cleaners and related trades workers",3,construction painter|paperhanger|marine painter,,,,
esco_1_2_1,15100,Spray painters and varnishers,15098,"Painters, building structure cleaners and related trades workers",3,lacquer spray gun operator|transport equipment painter|surface treatment operator,,,,
esco_1_2_1,15040,Health care assistants,15039,Personal care workers in health services,2,nurse assistant|healthcare assistant,,,,
esco_1_2_1,15041,Home-based personal care workers,15039,Personal care workers in health services,1,home care aide,,,,
esco_1_2_1,15042,Personal care workers in health services not elsewhere classified,15039,Personal care workers in health services,3,phlebotomist|sterile services technician|hospital porter,,,,
esco_1_2_1,14719,Chemists,14716,Physical and earth science professionals,8,chemist|cosmetic chemist|chemical application specialist|textile chemist|analytical chemist|sensory scientist|chemical tester|fragrance chemist,,,,
esco_1_2_1,14720,Geologists and geophysicists,14716,Physical and earth science professionals,13,mine geologist|oceanographer|hydrologist|hydrogeologist|palaeontologist|mineralogist|environmental geologist|geophysicist,,,,
esco_1_2_1,14718,Meteorologists,14716,Physical and earth science professionals,5,weather forecaster|meteorologist|aviation meteorologist|climatologist|metrologist,,,,
esco_1_2_1,14717,Physicists and astronomers,14716,Physical and earth science professionals,3,astronomer|physicist|cosmologist,,,,
esco_1_2_1,14843,Chemical and physical science technicians,14842,Physical and engineering science technicians,14,meteorology technician|radiation protection technician|food analyst|leather laboratory technician|hydrographic surveying technician|nuclear technician|soil surveying technician|chemistry technician,,,,
esco_1_2_1,14848,Chemical engineering technicians,14842,Physical and engineering science technicians,5,asphalt laboratory technician|chemical engineering technician|colour sampling technician|hazardous waste technician|chemical manufacturing quality technician,,,,
esco_1_2_1,14844,Civil engineering technicians,14842,Physical and engineering science technicians,24,domestic energy assessor|civil engineering technician|water systems engineering technician|energy conservation officer|construction quality manager|construction safety manager|sewerage maintenance technician|corrosion technician,,,,
esco_1_2_1,14850,Draughtspersons,14842,Physical and engineering science technicians,17,aerospace engineering drafter|electromechanical drafter|electrical drafter|marine engineering drafter|civil drafter|automotive engineering drafter|architectural drafter|mechanical engineering drafter,,,,
esco_1_2_1,14845,Electrical engineering technicians,14842,Physical and engineering science technicians,6,battery manufacturing technician|battery maintenance technician|electromechanical engineering technician|hydropower technician|electrical engineering technician|calibration technician,,,,
esco_1_2_1,14846,Electronics engineering technicians,14842,Physical and engineering science technicians,11,microelectronics engineering technician|microelectronics maintenance technician|microsystem engineering technician|electronics engineering technician|instrumentation engineering technician|medical device engineering technician|computer hardware engineering technician|sensor engineering technician,,,,
esco_1_2_1,14847,Mechanical engineering technicians,14842,Physical and engineering science technicians,25,"marine engineering technician|aerospace engineering technician|rolling stock engineering technician|production engineering technician|pneumatic engineering technician|marine surveyor|heating, ventilation, air conditioning and refrigeration engineering technician|rolling stock inspector",,,,
esco_1_2_1,14849,Mining and metallurgical technicians,14842,Physical and engineering science technicians,5,metallurgical technician|mine surveying technician|geotechnician|mine safety officer|desalination technician,,,,
esco_1_2_1,14851,Physical and engineering science technicians not elsewhere classified,14842,Physical and engineering science technicians,26,textile quality technician|commissioning technician|footwear product developer|textile chemical quality technician|offshore renewable energy technician|photonics engineering technician|utilities inspector|tanning technician,,,,
esco_1_2_1,14777,Early childhood educators,14775,Primary school and early childhood teachers,3,early years teacher|Montessori school teacher|Freinet school teacher,,,,
esco_1_2_1,14776,Primary school teachers,14775,Primary school and early childhood teachers,2,primary school teacher|Steiner school teacher,,,,
esco_1_2_1,15131,Pre-press technicians,15130,Printing trades workers,7,imagesetter|prepress technician|lithographer|typesetter|scanning operator|prepress operator|screen making technician,,,,
esco_1_2_1,15133,Print finishing and binding workers,15130,Printing trades workers,4,book restorer|bindery operator|book-sewing machine operator|print folding operator,,,,
esco_1_2_1,15132,Printers,15130,Printing trades workers,10,flexographic press operator|printing textile technician|paper embossing press operator|textile printer|digital printer|reprographics technician|gravure press operator|screen printer,,,,
esco_1_2_1,14859,Chemical processing plant controllers,14856,Process control technicians,6,air separation plant operator|biogas technician|chemical processing plant controller|chemical plant control room operator|gas processing plant supervisor|gas station operator,,,,
esco_1_2_1,14858,Incinerator and water treatment plant operators,14856,Process control technicians,7,water treatment systems operator|liquid waste treatment plant operator|incinerator operator|water plant technician|wastewater treatment operator|wastewater treatment technician|solid waste operator,,,,
esco_1_2_1,14861,Metal production process controllers,14856,Process control technicians,1,metal furnace operator,,,,
esco_1_2_1,14860,Petroleum and natural gas refining plant operators,14856,Process control technicians,5,petroleum pump system operator|oil refinery control room operator|gas processing plant control room operator|refinery shift manager|gas processing plant operator,,,,
esco_1_2_1,14857,Power production plant operators,14856,Process control technicians,12,hydroelectric plant operator|fossil-fuel power plant operator|offshore renewable energy plant operator|solar power plant operator|power production plant operator|electrical power distributor|electrical transmission system operator|onshore wind farm technician,,,,
esco_1_2_1,14862,Process control technicians not elsewhere classified,14856,Process control technicians,4,industrial robot controller|automated assembly line operator|pulp control operator|clothing process control technician,,,,
esco_1_2_1,14688,Agricultural and forestry production managers,14687,"Production managers in agriculture, forestry and fisheries",1,forester,,,,
esco_1_2_1,14689,Aquaculture and fisheries production managers,14687,"Production managers in agriculture, forestry and fisheries",3,aquaculture harvesting manager|aquaculture production manager|aquaculture husbandry manager,,,,
esco_1_2_1,14700,Aged care services managers,14697,Professional services managers,1,elderly home manager,,,,
esco_1_2_1,14698,Child care services managers,14697,Professional services managers,3,child care coordinator|nursery school head teacher|child day care centre manager,,,,
esco_1_2_1,14702,Education managers,14697,Professional services managers,11,head of higher education institutions|special educational needs head teacher|deputy head teacher|further education principal|university department head|secondary school head teacher|primary school head teacher|education programme coordinator,,,,
esco_1_2_1,14703,Financial and insurance services branch managers,14697,Professional services managers,6,credit union manager|insurance agency manager|bank manager|insurance claims manager|pension scheme manager|brokerage firm director,,,,
esco_1_2_1,14699,Health services managers,14697,Professional services managers,2,healthcare institution manager|clinical informatics manager,,,,
esco_1_2_1,14704,Professional services managers not elsewhere classified,14697,Professional services managers,24,sport administrator|library manager|commercial art gallery manager|aviation communications and frequency coordination manager|court administrator|airside safety manager|environmental protection manager|rescue centre manager,,,,
esco_1_2_1,14701,Social welfare managers,14697,Professional services managers,4,public housing manager|youth programme director|social services manager|youth centre manager,,,,
esco_1_2_1,15045,Fire-fighters,15044,Protective services workers,5,industrial firefighter|pump operator|firefighter|marine firefighter|mine rescue officer,,,,
esco_1_2_1,15046,Police officers,15044,Protective services workers,1,police officer,,,,
esco_1_2_1,15047,Prison guards,15044,Protective services workers,2,prison officer|juvenile correctional officer,,,,
esco_1_2_1,15049,Protective services workers not elsewhere classified,15044,Protective services workers,10,crossing guard|animal welfare inspector|life guard|street warden|aircraft marshaller|crowd controller|game keeper|civil enforcement officer,,,,
esco_1_2_1,15048,Security guards,15044,Protective services workers,10,security guard|security guard supervisor|door supervisor|gate guard|security alarm investigator|airport security officer|security consultant|hospitality establishment security officer,,,,
esco_1_2_1,15267,Garbage and recycling collectors,15266,Refuse workers,1,refuse collector,,,,
esco_1_2_1,15268,Refuse sorters,15266,Refuse workers,2,recycling worker|sorter labourer,,,,
esco_1_2_1,15269,Sweepers and related labourers,15266,Refuse workers,1,street sweeper,,,,
esco_1_2_1,14920,Customs and border inspectors,14919,Regulatory government associate professionals,3,customs officer|immigration officer|hand luggage inspector,,,,
esco_1_2_1,14923,Government licensing officials,14919,Regulatory government associate professionals,3,licensing officer|passport officer|immigration adviser,,,,
esco_1_2_1,14922,Government social benefits officials,14919,Regulatory government associate professionals,3,social security inspector|social security officer|pensions administrator,,,,
esco_1_2_1,14921,Government tax and excise officials,14919,Regulatory government associate professionals,2,tax compliance officer|tax inspector,,,,
esco_1_2_1,14924,Police inspectors and detectives,14919,Regulatory government associate professionals,3,police detective|criminal investigator|police inspector,,,,
esco_1_2_1,14925,Regulatory government associate professionals not elsewhere classified,14919,Regulatory government associate professionals,8,marine cargo inspector|gaming inspector|freight inspector|forestry inspector|agricultural inspector|fisheries observer|consumer rights advisor|weights and measures inspector,,,,
esco_1_2_1,14710,Retail and wholesale trade managers,14709,Retail and wholesale trade managers,49,tobacco shop manager|shoe and leather accessories shop manager|audiology equipment shop manager|telecommunication equipment shop manager|domestic appliances shop manager|medical goods shop manager|bakery shop manager|toys and games shop manager,,,,
esco_1_2_1,15183,Paper products machine operators,15180,"Rubber, plastic and paper products machine operators",8,tissue paper perforating and rewinding operator|paper cutter operator|envelope maker|paper stationery machine operator|paper bag machine operator|absorbent pad machine operator|corrugator operator|paperboard products assembler,,,,
esco_1_2_1,15182,Plastic products machine operators,15180,"Rubber, plastic and paper products machine operators",15,fiberglass laminator|insulating tube winder|plastic heat treatment equipment operator|injection moulding operator|vacuum forming machine operator|fibreglass machine operator|plastic furniture machine operator|filament winding operator,,,,
esco_1_2_1,15181,Rubber products machine operators,15180,"Rubber, plastic and paper products machine operators",12,sectional belt mould assembler|tyre vulcaniser|tyre builder|rubber cutting machine tender|V-belt finisher|belt builder|V-belt builder|rubber products machine operator,,,,
esco_1_2_1,14906,Buyers,14903,Sales and purchasing agents and brokers,9,green coffee buyer|purchaser|set buyer|ICT buyer|timber trader|costume buyer|standalone public buyer|purchase planner,,,,
